amenity_id,property_id,amenity
A011307,P02830,POWER_BACKUP
A011308,P02830,SECURITY
A011309,P02831,CLUBHOUSE
A011310,P02831,GARDEN
A011311,P02832,POWER_BACKUP
A011312,P02832,LIFT
A011313,P02832,GYM
A011314,P02832,AIR_CONDITIONING
A011315,P02832,GARDEN
A011316,P02832,CLUBHOUSE
A011317,P02833,PARKING
A011318,P02833,SECURITY
A011319,P02833,AIR_CONDITIONING
A011320,P02833,SWIMMING_POOL
A011321,P02834,WIFI
A011322,P02834,AIR_CONDITIONING
A011323,P02834,SWIMMING_POOL
A011324,P02834,CLUBHOUSE
A011325,P02834,GARDEN
A011326,P02834,GYM
A011327,P02835,LIFT
A011328,P02835,GYM
A011329,P02835,WIFI
A011330,P02835,SWIMMING_POOL
A011331,P02835,GARDEN
A011332,P02836,WIFI
A011333,P02836,AIR_CONDITIONING
A011334,P02837,POWER_BACKUP
A011335,P02837,CLUBHOUSE
A011336,P02838,PARKING
A011337,P02838,GYM
A011338,P02838,POWER_BACKUP
A011339,P02839,SWIMMING_POOL
A011340,P02839,SECURITY
A011341,P02839,GYM
A011342,P02839,PARKING
A011343,P02840,POWER_BACKUP
A011344,P02840,GARDEN
A011345,P02840,SECURITY
A011346,P02840,CLUBHOUSE
A011347,P02840,SWIMMING_POOL
A011348,P02840,GYM
A011349,P02841,SECURITY
A011350,P02841,WIFI
A011351,P02841,GARDEN
A011352,P02841,PARKING
A011353,P02841,LIFT
A011354,P02842,SECURITY
A011355,P02842,GYM
A011356,P02842,POWER_BACKUP
A011357,P02842,GARDEN
A011358,P02842,SWIMMING_POOL
A011359,P02842,AIR_CONDITIONING
A011360,P02843,GARDEN
A011361,P02843,AIR_CONDITIONING
A011362,P02843,GYM
A011363,P02843,PARKING
A011364,P02843,SWIMMING_POOL
A011365,P02843,POWER_BACKUP
A011366,P02844,WIFI
A011367,P02844,SWIMMING_POOL
A011368,P02845,AIR_CONDITIONING
A011369,P02845,POWER_BACKUP
A011370,P02845,PARKING
A011371,P02846,GARDEN
A011372,P02846,PARKING
A011373,P02846,SECURITY
A011374,P02846,POWER_BACKUP
A011375,P02847,AIR_CONDITIONING
A011376,P02847,PARKING
A011377,P02847,POWER_BACKUP
A011378,P02848,WIFI
A011379,P02848,SECURITY
A011380,P02848,POWER_BACKUP
A011381,P02849,PARKING
A011382,P02849,GARDEN
A011383,P02849,AIR_CONDITIONING
A011384,P02849,WIFI
A011385,P02849,POWER_BACKUP
A011386,P02849,LIFT
A011387,P02850,GYM
A011388,P02850,WIFI
A011389,P02851,LIFT
A011390,P02851,SWIMMING_POOL
A011391,P02851,GARDEN
A011392,P02851,POWER_BACKUP
A011393,P02851,GYM
A011394,P02852,GYM
A011395,P02852,PARKING
A011396,P02852,WIFI
A011397,P02853,SECURITY
A011398,P02853,LIFT
A011399,P02853,POWER_BACKUP
A011400,P02853,CLUBHOUSE
A011401,P02853,SWIMMING_POOL
A011402,P02853,AIR_CONDITIONING
A011403,P02854,GARDEN
A011404,P02854,SWIMMING_POOL
A011405,P02854,AIR_CONDITIONING
A011406,P02854,SECURITY
A011407,P02855,GARDEN
A011408,P02855,SWIMMING_POOL
A011409,P02855,LIFT
A011410,P02855,SECURITY
A011411,P02856,PARKING
A011412,P02856,AIR_CONDITIONING
A011413,P02857,GYM
A011414,P02857,AIR_CONDITIONING
A011415,P02858,GARDEN
A011416,P02858,SWIMMING_POOL
A011417,P02859,LIFT
A011418,P02859,PARKING
A011419,P02859,SECURITY
A011420,P02859,SWIMMING_POOL
A011421,P02859,WIFI
A011422,P02860,CLUBHOUSE
A011423,P02860,SECURITY
A011424,P02860,SWIMMING_POOL
A011425,P02860,GARDEN
A011426,P02861,SECURITY
A011427,P02861,WIFI
A011428,P02861,AIR_CONDITIONING
A011429,P02861,POWER_BACKUP
A011430,P02862,LIFT
A011431,P02862,GARDEN
A011432,P02862,SWIMMING_POOL
A011433,P02862,PARKING
A011434,P02862,SECURITY
A011435,P02863,GYM
A011436,P02863,PARKING
A011437,P02863,SWIMMING_POOL
A011438,P02864,AIR_CONDITIONING
A011439,P02864,WIFI
A011440,P02864,PARKING
A011441,P02864,GARDEN
A011442,P02864,CLUBHOUSE
A011443,P02864,SWIMMING_POOL
A011444,P02865,GYM
A011445,P02865,LIFT
A011446,P02866,SECURITY
A011447,P02866,SWIMMING_POOL
A011448,P02866,PARKING
A011449,P02866,WIFI
A011450,P02867,GYM
A011451,P02867,POWER_BACKUP
A011452,P02868,SECURITY
A011453,P02868,GYM
A011454,P02868,SWIMMING_POOL
A011455,P02868,AIR_CONDITIONING
A011456,P02868,POWER_BACKUP
A011457,P02869,GYM
A011458,P02869,AIR_CONDITIONING
A011459,P02869,POWER_BACKUP
A011460,P02869,LIFT
A011461,P02869,GARDEN
A011462,P02870,AIR_CONDITIONING
A011463,P02870,GYM
A011464,P02870,SWIMMING_POOL
A011465,P02871,GARDEN
A011466,P02871,CLUBHOUSE
A011467,P02871,SECURITY
A011468,P02871,POWER_BACKUP
A011469,P02872,GYM
A011470,P02872,SECURITY
A011471,P02872,CLUBHOUSE
A011472,P02873,AIR_CONDITIONING
A011473,P02873,CLUBHOUSE
A011474,P02874,SWIMMING_POOL
A011475,P02874,CLUBHOUSE
A011476,P02875,WIFI
A011477,P02875,SECURITY
A011478,P02875,GARDEN
A011479,P02875,PARKING
A011480,P02875,SWIMMING_POOL
A011481,P02875,CLUBHOUSE
A011482,P02876,SECURITY
A011483,P02876,PARKING
A011484,P02876,GARDEN
A011485,P02876,POWER_BACKUP
A011486,P02876,CLUBHOUSE
A011487,P02876,SWIMMING_POOL
A011488,P02877,LIFT
A011489,P02877,AIR_CONDITIONING
A011490,P02877,POWER_BACKUP
A011491,P02877,WIFI
A011492,P02878,LIFT
A011493,P02878,AIR_CONDITIONING
A011494,P02878,SWIMMING_POOL
A011495,P02878,PARKING
A011496,P02879,AIR_CONDITIONING
A011497,P02879,LIFT
A011498,P02880,GYM
A011499,P02880,WIFI
A011500,P02880,LIFT
A011501,P02880,GARDEN
A011502,P02880,AIR_CONDITIONING
A011503,P02880,SWIMMING_POOL
A011504,P02881,SWIMMING_POOL
A011505,P02881,GARDEN
A011506,P02882,LIFT
A011507,P02882,PARKING
A011508,P02882,GARDEN
A011509,P02882,POWER_BACKUP
A011510,P02883,CLUBHOUSE
A011511,P02883,PARKING
A011512,P02883,SWIMMING_POOL
A011513,P02883,GYM
A011514,P02884,SWIMMING_POOL
A011515,P02884,LIFT
A011516,P02884,POWER_BACKUP
A011517,P02884,WIFI
A011518,P02885,WIFI
A011519,P02885,POWER_BACKUP
A011520,P02885,GARDEN
A011521,P02886,SECURITY
A011522,P02886,WIFI
A011523,P02886,POWER_BACKUP
A011524,P02886,AIR_CONDITIONING
A011525,P02887,CLUBHOUSE
A011526,P02887,GARDEN
A011527,P02887,SECURITY
A011528,P02887,SWIMMING_POOL
A011529,P02888,LIFT
A011530,P02888,SECURITY
A011531,P02888,WIFI
A011532,P02888,POWER_BACKUP
A011533,P02888,AIR_CONDITIONING
A011534,P02888,PARKING
A011535,P02889,PARKING
A011536,P02889,SECURITY
A011537,P02889,GYM
A011538,P02889,GARDEN
A011539,P02890,SECURITY
A011540,P02890,CLUBHOUSE
A011541,P02890,SWIMMING_POOL
A011542,P02890,PARKING
A011543,P02890,AIR_CONDITIONING
A011544,P02891,GARDEN
A011545,P02891,PARKING
A011546,P02892,POWER_BACKUP
A011547,P02892,AIR_CONDITIONING
A011548,P02893,WIFI
A011549,P02893,AIR_CONDITIONING
A011550,P02893,LIFT
A011551,P02894,POWER_BACKUP
A011552,P02894,GYM
A011553,P02894,LIFT
A011554,P02894,AIR_CONDITIONING
A011555,P02894,PARKING
A011556,P02895,SECURITY
A011557,P02895,WIFI
A011558,P02895,AIR_CONDITIONING
A011559,P02895,GARDEN
A011560,P02895,PARKING
A011561,P02896,SWIMMING_POOL
A011562,P02896,POWER_BACKUP
A011563,P02896,AIR_CONDITIONING
A011564,P02897,GYM
A011565,P02897,AIR_CONDITIONING
A011566,P02897,GARDEN
A011567,P02898,SWIMMING_POOL
A011568,P02898,PARKING
A011569,P02898,WIFI
A011570,P02899,CLUBHOUSE
A011571,P02899,LIFT
A011572,P02899,AIR_CONDITIONING
A011573,P02899,SECURITY
A011574,P02899,PARKING
A011575,P02899,WIFI
A011576,P02900,GYM
A011577,P02900,CLUBHOUSE
A011578,P02900,SECURITY
A011579,P02901,GYM
A011580,P02901,POWER_BACKUP
A011581,P02902,LIFT
A011582,P02902,SECURITY
A011583,P02902,POWER_BACKUP
A011584,P02902,GYM
A011585,P02902,GARDEN
A011586,P02902,WIFI
A011587,P02903,WIFI
A011588,P02903,GYM
A011589,P02904,GARDEN
A011590,P02904,LIFT
A011591,P02904,WIFI
A011592,P02904,AIR_CONDITIONING
A011593,P02904,POWER_BACKUP
A011594,P02905,CLUBHOUSE
A011595,P02905,POWER_BACKUP
A011596,P02905,SECURITY
A011597,P02906,SWIMMING_POOL
A011598,P02906,GARDEN
A011599,P02906,GYM
A011600,P02907,POWER_BACKUP
A011601,P02907,GYM
A011602,P02907,LIFT
A011603,P02907,AIR_CONDITIONING
A011604,P02907,CLUBHOUSE
A011605,P02908,GYM
A011606,P02908,POWER_BACKUP
A011607,P02908,AIR_CONDITIONING
A011608,P02908,CLUBHOUSE
A011609,P02909,LIFT
A011610,P02909,GARDEN
A011611,P02909,SECURITY
A011612,P02909,GYM
A011613,P02909,AIR_CONDITIONING
A011614,P02910,SWIMMING_POOL
A011615,P02910,PARKING
A011616,P02910,GARDEN
A011617,P02910,GYM
A011618,P02911,GARDEN
A011619,P02911,GYM
A011620,P02911,WIFI
A011621,P02912,SWIMMING_POOL
A011622,P02912,POWER_BACKUP
A011623,P02912,LIFT
A011624,P02912,GYM
A011625,P02912,PARKING
A011626,P02912,AIR_CONDITIONING
A011627,P02913,PARKING
A011628,P02913,SECURITY
A011629,P02913,LIFT
A011630,P02914,SECURITY
A011631,P02914,GYM
A011632,P02914,AIR_CONDITIONING
A011633,P02914,SWIMMING_POOL
A011634,P02914,PARKING
A011635,P02914,POWER_BACKUP
A011636,P02915,GYM
A011637,P02915,AIR_CONDITIONING
A011638,P02915,LIFT
A011639,P02916,CLUBHOUSE
A011640,P02916,SECURITY
A011641,P02917,SECURITY
A011642,P02917,AIR_CONDITIONING
A011643,P02917,GARDEN
A011644,P02918,AIR_CONDITIONING
A011645,P02918,LIFT
A011646,P02918,CLUBHOUSE
A011647,P02918,GARDEN
A011648,P02918,GYM
A011649,P02918,SWIMMING_POOL
A011650,P02919,POWER_BACKUP
A011651,P02919,LIFT
A011652,P02919,SWIMMING_POOL
A011653,P02919,CLUBHOUSE
A011654,P02919,AIR_CONDITIONING
A011655,P02919,WIFI
A011656,P02920,GARDEN
A011657,P02920,SECURITY
A011658,P02920,WIFI
A011659,P02921,GYM
A011660,P02921,AIR_CONDITIONING
A011661,P02922,GARDEN
A011662,P02922,AIR_CONDITIONING
A011663,P02923,WIFI
A011664,P02923,PARKING
A011665,P02923,SWIMMING_POOL
A011666,P02924,SWIMMING_POOL
A011667,P02924,GARDEN
A011668,P02924,CLUBHOUSE
A011669,P02924,PARKING
A011670,P02924,LIFT
A011671,P02925,SWIMMING_POOL
A011672,P02925,SECURITY
A011673,P02925,GYM
A011674,P02925,WIFI
A011675,P02926,WIFI
A011676,P02926,LIFT
A011677,P02926,AIR_CONDITIONING
A011678,P02926,GYM
A011679,P02926,GARDEN
A011680,P02926,CLUBHOUSE
A011681,P02927,SWIMMING_POOL
A011682,P02927,PARKING
A011683,P02927,GARDEN
A011684,P02927,SECURITY
A011685,P02928,LIFT
A011686,P02928,CLUBHOUSE
A011687,P02928,PARKING
A011688,P02928,SWIMMING_POOL
A011689,P02928,SECURITY
A011690,P02928,AIR_CONDITIONING
A011691,P02929,CLUBHOUSE
A011692,P02929,PARKING
A011693,P02929,LIFT
A011694,P02929,WIFI
A011695,P02930,CLUBHOUSE
A011696,P02930,LIFT
A011697,P02930,AIR_CONDITIONING
A011698,P02930,POWER_BACKUP
A011699,P02930,WIFI
A011700,P02930,GARDEN
A011701,P02931,LIFT
A011702,P02931,PARKING
A011703,P02932,GARDEN
A011704,P02932,SECURITY
A011705,P02932,LIFT
A011706,P02933,LIFT
A011707,P02933,SECURITY
A011708,P02933,GYM
A011709,P02933,SWIMMING_POOL
A011710,P02933,WIFI
A011711,P02934,PARKING
A011712,P02934,SECURITY
A011713,P02934,GYM
A011714,P02934,POWER_BACKUP
A011715,P02934,GARDEN
A011716,P02934,WIFI
A011717,P02935,AIR_CONDITIONING
A011718,P02935,PARKING
A011719,P02935,SWIMMING_POOL
A011720,P02935,WIFI
A011721,P02935,POWER_BACKUP
A011722,P02936,PARKING
A011723,P02936,GYM
A011724,P02937,PARKING
A011725,P02937,POWER_BACKUP
A011726,P02937,GARDEN
A011727,P02938,CLUBHOUSE
A011728,P02938,GYM
A011729,P02939,POWER_BACKUP
A011730,P02939,LIFT
A011731,P02939,PARKING
A011732,P02939,WIFI
A011733,P02939,CLUBHOUSE
A011734,P02939,GYM
A011735,P02940,LIFT
A011736,P02940,PARKING
A011737,P02940,CLUBHOUSE
A011738,P02940,SWIMMING_POOL
A011739,P02940,SECURITY
A011740,P02941,CLUBHOUSE
A011741,P02941,AIR_CONDITIONING
A011742,P02941,GARDEN
A011743,P02941,LIFT
A011744,P02942,AIR_CONDITIONING
A011745,P02942,POWER_BACKUP
A011746,P02942,GARDEN
A011747,P02942,SECURITY
A011748,P02942,CLUBHOUSE
A011749,P02943,WIFI
A011750,P02943,GYM
A011751,P02943,LIFT
A011752,P02943,SWIMMING_POOL
A011753,P02943,CLUBHOUSE
A011754,P02943,AIR_CONDITIONING
A011755,P02944,GYM
A011756,P02944,SECURITY
A011757,P02944,POWER_BACKUP
A011758,P02944,GARDEN
A011759,P02945,LIFT
A011760,P02945,PARKING
A011761,P02945,POWER_BACKUP
A011762,P02946,POWER_BACKUP
A011763,P02946,GARDEN
A011764,P02946,CLUBHOUSE
A011765,P02946,WIFI
A011766,P02946,GYM
A011767,P02947,POWER_BACKUP
A011768,P02947,AIR_CONDITIONING
A011769,P02947,PARKING
A011770,P02948,AIR_CONDITIONING
A011771,P02948,PARKING
A011772,P02948,CLUBHOUSE
A011773,P02948,GARDEN
A011774,P02948,LIFT
A011775,P02949,SWIMMING_POOL
A011776,P02949,WIFI
A011777,P02949,CLUBHOUSE
A011778,P02949,SECURITY
A011779,P02949,GARDEN
A011780,P02950,SWIMMING_POOL
A011781,P02950,PARKING
A011782,P02950,LIFT
A011783,P02950,SECURITY
A011784,P02950,AIR_CONDITIONING
A011785,P02951,LIFT
A011786,P02951,SWIMMING_POOL
A011787,P02951,GYM
A011788,P02952,CLUBHOUSE
A011789,P02952,LIFT
A011790,P02952,AIR_CONDITIONING
A011791,P02952,GARDEN
A011792,P02953,CLUBHOUSE
A011793,P02953,SECURITY
A011794,P02953,POWER_BACKUP
A011795,P02953,LIFT
A011796,P02954,PARKING
A011797,P02954,CLUBHOUSE
A011798,P02954,SECURITY
A011799,P02955,AIR_CONDITIONING
A011800,P02955,WIFI
A011801,P02955,GARDEN
A011802,P02955,SWIMMING_POOL
A011803,P02955,PARKING
A011804,P02956,POWER_BACKUP
A011805,P02956,CLUBHOUSE
A011806,P02956,PARKING
A011807,P02956,LIFT
A011808,P02956,SWIMMING_POOL
A011809,P02956,GARDEN
A011810,P02957,POWER_BACKUP
A011811,P02957,LIFT
A011812,P02957,WIFI
A011813,P02957,GARDEN
A011814,P02957,PARKING
A011815,P02957,CLUBHOUSE
A011816,P02958,SECURITY
A011817,P02958,LIFT
A011818,P02958,AIR_CONDITIONING
A011819,P02958,GARDEN
A011820,P02958,GYM
A011821,P02958,SWIMMING_POOL
A011822,P02959,PARKING
A011823,P02959,SWIMMING_POOL
A011824,P02959,CLUBHOUSE
A011825,P02959,LIFT
A011826,P02959,WIFI
A011827,P02960,WIFI
A011828,P02960,SECURITY
A011829,P02960,POWER_BACKUP
A011830,P02960,CLUBHOUSE
A011831,P02961,POWER_BACKUP
A011832,P02961,CLUBHOUSE
A011833,P02961,LIFT
A011834,P02962,CLUBHOUSE
A011835,P02962,AIR_CONDITIONING
A011836,P02962,WIFI
A011837,P02962,PARKING
A011838,P02962,GYM
A011839,P02963,LIFT
A011840,P02963,SECURITY
A011841,P02963,AIR_CONDITIONING
A011842,P02963,SWIMMING_POOL
A011843,P02964,GYM
A011844,P02964,GARDEN
A011845,P02964,SWIMMING_POOL
A011846,P02964,POWER_BACKUP
A011847,P02965,GYM
A011848,P02965,LIFT
A011849,P02966,POWER_BACKUP
A011850,P02966,LIFT
A011851,P02967,POWER_BACKUP
A011852,P02967,GYM
A011853,P02967,PARKING
A011854,P02967,CLUBHOUSE
A011855,P02967,SWIMMING_POOL
A011856,P02968,WIFI
A011857,P02968,AIR_CONDITIONING
A011858,P02968,PARKING
A011859,P02968,SWIMMING_POOL
A011860,P02968,LIFT
A011861,P02968,SECURITY
A011862,P02969,LIFT
A011863,P02969,PARKING
A011864,P02969,SWIMMING_POOL
A011865,P02969,SECURITY
A011866,P02970,WIFI
A011867,P02970,SWIMMING_POOL
A011868,P02971,GYM
A011869,P02971,CLUBHOUSE
A011870,P02971,WIFI
A011871,P02971,AIR_CONDITIONING
A011872,P02972,POWER_BACKUP
A011873,P02972,LIFT
A011874,P02972,SWIMMING_POOL
A011875,P02973,SWIMMING_POOL
A011876,P02973,SECURITY
A011877,P02973,CLUBHOUSE
A011878,P02973,GARDEN
A011879,P02973,WIFI
A011880,P02973,GYM
A011881,P02974,POWER_BACKUP
A011882,P02974,SECURITY
A011883,P02974,PARKING
A011884,P02974,GYM
A011885,P02975,PARKING
A011886,P02975,AIR_CONDITIONING
A011887,P02975,WIFI
A011888,P02976,GYM
A011889,P02976,SWIMMING_POOL
A011890,P02976,AIR_CONDITIONING
A011891,P02976,SECURITY
A011892,P02976,PARKING
A011893,P02977,AIR_CONDITIONING
A011894,P02977,GYM
A011895,P02977,GARDEN
A011896,P02977,POWER_BACKUP
A011897,P02977,SECURITY
A011898,P02978,SWIMMING_POOL
A011899,P02978,AIR_CONDITIONING
A011900,P02978,GARDEN
A011901,P02978,WIFI
A011902,P02978,PARKING
A011903,P02979,GYM
A011904,P02979,SWIMMING_POOL
A011905,P02979,WIFI
A011906,P02979,AIR_CONDITIONING
A011907,P02979,PARKING
A011908,P02979,POWER_BACKUP
A011909,P02980,LIFT
A011910,P02980,POWER_BACKUP
A011911,P02980,SWIMMING_POOL
A011912,P02980,WIFI
A011913,P02981,PARKING
A011914,P02981,SECURITY
A011915,P02981,CLUBHOUSE
A011916,P02981,LIFT
A011917,P02982,AIR_CONDITIONING
A011918,P02982,WIFI
A011919,P02983,CLUBHOUSE
A011920,P02983,AIR_CONDITIONING
A011921,P02983,LIFT
A011922,P02983,SWIMMING_POOL
A011923,P02984,PARKING
A011924,P02984,GYM
A011925,P02984,AIR_CONDITIONING
A011926,P02984,LIFT
A011927,P02985,LIFT
A011928,P02985,PARKING
A011929,P02985,SWIMMING_POOL
A011930,P02986,GARDEN
A011931,P02986,POWER_BACKUP
A011932,P02986,WIFI
A011933,P02986,SECURITY
A011934,P02987,SECURITY
A011935,P02987,SWIMMING_POOL
A011936,P02987,WIFI
A011937,P02988,AIR_CONDITIONING
A011938,P02988,GYM
A011939,P02988,LIFT
A011940,P02988,SECURITY
A011941,P02989,POWER_BACKUP
A011942,P02989,SECURITY
A011943,P02989,AIR_CONDITIONING
A011944,P02990,SWIMMING_POOL
A011945,P02990,GARDEN
A011946,P02990,AIR_CONDITIONING
A011947,P02990,SECURITY
A011948,P02990,PARKING
A011949,P02991,GARDEN
A011950,P02991,PARKING
A011951,P02991,GYM
A011952,P02991,POWER_BACKUP
A011953,P02991,CLUBHOUSE
A011954,P02991,SECURITY
A011955,P02992,GYM
A011956,P02992,SWIMMING_POOL
A011957,P02992,CLUBHOUSE
A011958,P02992,WIFI
A011959,P02993,GYM
A011960,P02993,SWIMMING_POOL
A011961,P02993,CLUBHOUSE
A011962,P02993,SECURITY
A011963,P02994,GARDEN
A011964,P02994,LIFT
A011965,P02994,GYM
A011966,P02994,SWIMMING_POOL
A011967,P02994,PARKING
A011968,P02995,POWER_BACKUP
A011969,P02995,SWIMMING_POOL
A011970,P02995,AIR_CONDITIONING
A011971,P02996,CLUBHOUSE
A011972,P02996,LIFT
A011973,P02996,PARKING
A011974,P02996,SWIMMING_POOL
A011975,P02996,AIR_CONDITIONING
A011976,P02997,WIFI
A011977,P02997,GYM
A011978,P02997,GARDEN
A011979,P02998,AIR_CONDITIONING
A011980,P02998,CLUBHOUSE
A011981,P02998,GYM
A011982,P02998,WIFI
A011983,P02999,CLUBHOUSE
A011984,P02999,GARDEN
A011985,P02999,LIFT
A011986,P02999,POWER_BACKUP
A011987,P02999,SECURITY
A011988,P02999,AIR_CONDITIONING
A011989,P03000,GYM
A011990,P03000,LIFT
A011991,P03000,GARDEN
A011992,P03000,PARKING
A011993,P03000,WIFI
A011994,P03000,CLUBHOUSE
A011995,P03001,POWER_BACKUP
A011996,P03001,AIR_CONDITIONING
A011997,P03001,SECURITY
A011998,P03001,WIFI
A011999,P03001,LIFT
A012000,P03001,GYM
A012001,P03002,LIFT
A012002,P03002,CLUBHOUSE
A012003,P03003,AIR_CONDITIONING
A012004,P03003,SECURITY
A012005,P03003,GARDEN
A012006,P03003,WIFI
A012007,P03004,SWIMMING_POOL
A012008,P03004,POWER_BACKUP
A012009,P03004,GARDEN
A012010,P03005,GARDEN
A012011,P03005,SECURITY
A012012,P03005,WIFI
A012013,P03005,PARKING
A012014,P03006,SECURITY
A012015,P03006,POWER_BACKUP
A012016,P03006,AIR_CONDITIONING
A012017,P03006,GARDEN
A012018,P03006,WIFI
A012019,P03006,PARKING
A012020,P03007,CLUBHOUSE
A012021,P03007,SECURITY
A012022,P03007,GARDEN
A012023,P03007,POWER_BACKUP
A012024,P03007,AIR_CONDITIONING
A012025,P03007,SWIMMING_POOL
A012026,P03008,GARDEN
A012027,P03008,PARKING
A012028,P03008,SWIMMING_POOL
A012029,P03008,SECURITY
A012030,P03009,CLUBHOUSE
A012031,P03009,GYM
A012032,P03009,AIR_CONDITIONING
A012033,P03010,POWER_BACKUP
A012034,P03010,PARKING
A012035,P03010,WIFI
A012036,P03010,SECURITY
A012037,P03011,PARKING
A012038,P03011,CLUBHOUSE
A012039,P03011,WIFI
A012040,P03011,AIR_CONDITIONING
A012041,P03012,SWIMMING_POOL
A012042,P03012,POWER_BACKUP
A012043,P03012,SECURITY
A012044,P03012,PARKING
A012045,P03012,GARDEN
A012046,P03012,WIFI
A012047,P03013,GARDEN
A012048,P03013,SECURITY
A012049,P03013,SWIMMING_POOL
A012050,P03013,GYM
A012051,P03014,SWIMMING_POOL
A012052,P03014,AIR_CONDITIONING
A012053,P03014,PARKING
A012054,P03014,WIFI
A012055,P03014,POWER_BACKUP
A012056,P03014,LIFT
A012057,P03015,WIFI
A012058,P03015,GYM
A012059,P03015,LIFT
A012060,P03015,POWER_BACKUP
A012061,P03016,PARKING
A012062,P03016,POWER_BACKUP
A012063,P03016,CLUBHOUSE
A012064,P03016,SWIMMING_POOL
A012065,P03017,POWER_BACKUP
A012066,P03017,SECURITY
A012067,P03018,LIFT
A012068,P03018,GARDEN
A012069,P03018,PARKING
A012070,P03018,SECURITY
A012071,P03018,AIR_CONDITIONING
A012072,P03019,PARKING
A012073,P03019,GYM
A012074,P03019,GARDEN
A012075,P03019,SECURITY
A012076,P03019,CLUBHOUSE
A012077,P03019,SWIMMING_POOL
A012078,P03020,SWIMMING_POOL
A012079,P03020,GARDEN
A012080,P03020,PARKING
A012081,P03020,LIFT
A012082,P03021,GYM
A012083,P03021,WIFI
A012084,P03021,POWER_BACKUP
A012085,P03021,LIFT
A012086,P03022,PARKING
A012087,P03022,GYM
A012088,P03022,AIR_CONDITIONING
A012089,P03022,SECURITY
A012090,P03022,POWER_BACKUP
A012091,P03022,SWIMMING_POOL
A012092,P03023,SECURITY
A012093,P03023,POWER_BACKUP
A012094,P03023,AIR_CONDITIONING
A012095,P03023,GARDEN
A012096,P03024,GARDEN
A012097,P03024,WIFI
A012098,P03024,SECURITY
A012099,P03024,GYM
A012100,P03025,GARDEN
A012101,P03025,GYM
A012102,P03025,PARKING
A012103,P03025,CLUBHOUSE
A012104,P03025,SECURITY
A012105,P03025,AIR_CONDITIONING
A012106,P03026,AIR_CONDITIONING
A012107,P03026,SWIMMING_POOL
A012108,P03027,POWER_BACKUP
A012109,P03027,SECURITY
A012110,P03028,GARDEN
A012111,P03028,WIFI
A012112,P03028,SWIMMING_POOL
A012113,P03028,LIFT
A012114,P03028,CLUBHOUSE
A012115,P03029,WIFI
A012116,P03029,POWER_BACKUP
A012117,P03030,WIFI
A012118,P03030,LIFT
A012119,P03030,PARKING
A012120,P03030,GARDEN
A012121,P03030,CLUBHOUSE
A012122,P03030,SWIMMING_POOL
A012123,P03031,SWIMMING_POOL
A012124,P03031,POWER_BACKUP
A012125,P03032,LIFT
A012126,P03032,WIFI
A012127,P03032,CLUBHOUSE
A012128,P03033,POWER_BACKUP
A012129,P03033,CLUBHOUSE
A012130,P03033,PARKING
A012131,P03033,SECURITY
A012132,P03033,SWIMMING_POOL
A012133,P03034,POWER_BACKUP
A012134,P03034,SWIMMING_POOL
A012135,P03034,GYM
A012136,P03034,GARDEN
A012137,P03034,PARKING
A012138,P03035,WIFI
A012139,P03035,LIFT
A012140,P03035,SECURITY
A012141,P03036,GYM
A012142,P03036,LIFT
A012143,P03036,SWIMMING_POOL
A012144,P03037,LIFT
A012145,P03037,POWER_BACKUP
A012146,P03037,SWIMMING_POOL
A012147,P03038,GARDEN
A012148,P03038,GYM
A012149,P03038,SWIMMING_POOL
A012150,P03038,CLUBHOUSE
A012151,P03038,SECURITY
A012152,P03038,AIR_CONDITIONING
A012153,P03039,SECURITY
A012154,P03039,SWIMMING_POOL
A012155,P03039,LIFT
A012156,P03040,CLUBHOUSE
A012157,P03040,LIFT
A012158,P03040,PARKING
A012159,P03040,SWIMMING_POOL
A012160,P03040,WIFI
A012161,P03041,AIR_CONDITIONING
A012162,P03041,PARKING
A012163,P03041,WIFI
A012164,P03041,CLUBHOUSE
A012165,P03042,CLUBHOUSE
A012166,P03042,SECURITY
A012167,P03042,GYM
A012168,P03043,CLUBHOUSE
A012169,P03043,PARKING
A012170,P03044,LIFT
A012171,P03044,CLUBHOUSE
A012172,P03044,SECURITY
A012173,P03044,POWER_BACKUP
A012174,P03044,AIR_CONDITIONING
A012175,P03044,PARKING
A012176,P03045,SWIMMING_POOL
A012177,P03045,PARKING
A012178,P03045,SECURITY
A012179,P03045,LIFT
A012180,P03046,AIR_CONDITIONING
A012181,P03046,LIFT
A012182,P03046,PARKING
A012183,P03046,CLUBHOUSE
A012184,P03047,CLUBHOUSE
A012185,P03047,POWER_BACKUP
A012186,P03048,CLUBHOUSE
A012187,P03048,PARKING
A012188,P03048,WIFI
A012189,P03049,CLUBHOUSE
A012190,P03049,GARDEN
A012191,P03049,WIFI
A012192,P03049,POWER_BACKUP
A012193,P03049,AIR_CONDITIONING
A012194,P03050,GYM
A012195,P03050,CLUBHOUSE
A012196,P03050,LIFT
A012197,P03051,GYM
A012198,P03051,GARDEN
A012199,P03051,LIFT
A012200,P03051,PARKING
A012201,P03051,CLUBHOUSE
A012202,P03052,PARKING
A012203,P03052,SECURITY
A012204,P03052,LIFT
A012205,P03053,AIR_CONDITIONING
A012206,P03053,WIFI
A012207,P03053,GARDEN
A012208,P03053,POWER_BACKUP
A012209,P03054,SECURITY
A012210,P03054,POWER_BACKUP
A012211,P03055,PARKING
