city,area_locality,year_month,property_count,application_count,agreement_start_count,average_monthly_rent,demand_lag_1_month,demand_lag_2_month,demand_growth_1_month,next_month_demand,occupancy_rate,vacancy_rate,available_unit_count
Bangalore,Yelechenahalli,2024-07,3,1,0,8700.0,0,0,1.0,0,0,1,0
Bangalore,Yelechenahalli,2024-08,3,0,0,8700.0,1,0,-1.0,0,0,1,0
Bangalore,Yelechenahalli,2024-09,3,0,0,8700.0,0,0,0.0,0,0,1,0
Bangalore,Yelechenahalli,2024-10,3,0,0,8700.0,0,0,0.0,0,0,1,0
Bangalore,Yelechenahalli,2024-11,3,0,0,8700.0,0,0,0.0,0,0,1,0
Bangalore,Yelechenahalli,2024-12,3,0,0,8700.0,0,0,0.0,0,0,1,0
Bangalore,Yelechenahalli,2025-01,3,0,0,8700.0,0,0,0.0,0,0,1,0
Bangalore,Yelechenahalli,2025-02,3,0,0,8700.0,0,0,0.0,1,0,1,0
Bangalore,Yelechenahalli,2025-03,3,1,0,8700.0,0,0,1.0,0,0,1,0
Bangalore,Yelechenahalli,2025-04,3,0,0,8700.0,1,0,-1.0,0,0,1,0
Bangalore,Yelechenahalli,2025-05,3,0,0,8700.0,0,1,0.0,1,0,1,0
Bangalore,Yelechenahalli,2025-06,3,1,0,8700.0,0,1,1.0,3,0,1,0
Bangalore,Yelechenahalli,2025-07,3,3,3,8700.0,1,0,2.0,0,0,1,0
Bangalore,Yelechenahalli,2025-08,3,0,0,8700.0,3,0,-1.0,0,0,1,0
Bangalore,Yelechenahalli,2025-09,3,0,0,8700.0,0,1,0.0,0,0,1,0
Bangalore,Yelechenahalli,2025-10,3,0,0,8700.0,0,0,0.0,1,0,1,0
Bangalore,Yelechenahalli,2025-11,3,1,0,8700.0,0,0,1.0,0,0,1,0
Bangalore,Yelechenahalli,2025-12,3,0,0,8700.0,1,0,-1.0,0,0,1,0
Bangalore,Yelechenahalli,2026-01,3,0,0,8700.0,0,0,0.0,0,0,1,0
Bangalore,Yelechenahalli,2026-02,3,0,0,8700.0,0,0,0.0,0,0,1,0
Bangalore,Yelechenahalli,2026-03,3,0,0,8700.0,0,0,0.0,0,0,1,0
Bangalore,Yelechenahalli,2026-04,3,0,0,8700.0,0,0,0.0,0,0,1,0
Bangalore,Yelechenahalli,2026-05,3,0,0,8700.0,0,1,0.0,0,0,1,0
Bangalore,Yelechenahalli,2026-06,3,0,0,8700.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2024-01,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2024-02,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2024-03,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2024-04,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2024-05,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2024-06,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2024-07,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2024-08,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2024-09,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2024-10,2,0,0,9600.0,0,0,0.0,1,0,1,0
Bangalore,Yemalur,2024-11,2,1,0,9600.0,0,0,1.0,0,0,1,0
Bangalore,Yemalur,2024-12,2,0,0,9600.0,1,0,-1.0,0,0,1,0
Bangalore,Yemalur,2025-01,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2025-02,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2025-03,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2025-04,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2025-05,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2025-06,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2025-07,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2025-08,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2025-09,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2025-10,2,0,0,9600.0,0,0,0.0,1,0,1,0
Bangalore,Yemalur,2025-11,2,1,0,9600.0,0,0,1.0,1,0,1,0
Bangalore,Yemalur,2025-12,2,1,0,9600.0,1,0,0.0,0,0,1,0
Bangalore,Yemalur,2026-01,2,0,0,9600.0,1,1,-1.0,0,0,1,0
Bangalore,Yemalur,2026-02,2,0,0,9600.0,0,1,0.0,0,0,1,0
Bangalore,Yemalur,2026-03,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2026-04,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2026-05,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yemalur,2026-06,2,0,0,9600.0,0,0,0.0,0,0,1,0
Bangalore,Yeshwantpur,2024-01,16,2,0,20381.25,0,0,2.0,1,0,1,0
Bangalore,Yeshwantpur,2024-02,16,1,1,20381.25,2,0,-0.5,0,0,1,0
Bangalore,Yeshwantpur,2024-03,16,0,0,20381.25,1,0,-1.0,2,0,1,0
Bangalore,Yeshwantpur,2024-04,16,2,0,20381.25,0,0,2.0,2,0,1,0
Bangalore,Yeshwantpur,2024-05,16,2,0,20381.25,2,0,0.0,1,0,1,0
Bangalore,Yeshwantpur,2024-06,16,1,1,20381.25,2,0,-0.5,0,0,1,0
Bangalore,Yeshwantpur,2024-07,16,0,0,20381.25,1,0,-1.0,3,0,1,0
Bangalore,Yeshwantpur,2024-08,16,3,0,20381.25,0,0,3.0,2,0,1,0
Bangalore,Yeshwantpur,2024-09,16,2,0,20381.25,3,0,-0.3333,1,0,1,0
Bangalore,Yeshwantpur,2024-10,16,1,0,20381.25,2,0,-0.5,0,0,1,0
Bangalore,Yeshwantpur,2024-11,16,0,0,20381.25,1,0,-1.0,0,0,1,0
Bangalore,Yeshwantpur,2024-12,16,0,0,20381.25,0,0,0.0,6,0,1,0
Bangalore,Yeshwantpur,2025-01,16,6,0,20381.25,0,0,6.0,3,0,1,0
Bangalore,Yeshwantpur,2025-02,16,3,0,20381.25,6,0,-0.5,1,0,1,0
Bangalore,Yeshwantpur,2025-03,16,1,1,20381.25,3,2,-0.6667,1,0,1,0
Bangalore,Yeshwantpur,2025-04,16,1,0,20381.25,1,1,0.0,0,0,1,0
Bangalore,Yeshwantpur,2025-05,16,0,1,20381.25,1,0,-1.0,3,0,1,0
Bangalore,Yeshwantpur,2025-06,16,3,0,20381.25,0,2,3.0,0,0,1,0
Bangalore,Yeshwantpur,2025-07,16,0,0,20381.25,3,2,-1.0,1,0,1,0
Bangalore,Yeshwantpur,2025-08,16,1,0,20381.25,0,1,1.0,1,0,1,0
Bangalore,Yeshwantpur,2025-09,16,1,0,20381.25,1,0,0.0,1,0,1,0
Bangalore,Yeshwantpur,2025-10,16,1,0,20381.25,1,3,0.0,2,0,1,0
Bangalore,Yeshwantpur,2025-11,16,2,0,20381.25,1,2,1.0,0,0,1,0
Bangalore,Yeshwantpur,2025-12,16,0,1,20381.25,2,1,-1.0,0,0,1,0
Bangalore,Yeshwantpur,2026-01,16,0,1,20381.25,0,0,0.0,0,0,1,0
Bangalore,Yeshwantpur,2026-02,16,0,0,20381.25,0,0,0.0,0,0,1,0
Bangalore,Yeshwantpur,2026-03,16,0,0,20381.25,0,6,0.0,0,0,1,0
Bangalore,Yeshwantpur,2026-04,16,0,0,20381.25,0,3,0.0,0,0,1,0
Bangalore,Yeshwantpur,2026-05,16,0,0,20381.25,0,1,0.0,0,0,1,0
Bangalore,Yeshwantpur,2026-06,16,0,0,20381.25,0,1,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2024-01,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2024-02,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2024-03,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2024-04,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2024-05,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2024-06,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2024-07,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2024-08,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2024-09,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2024-10,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2024-11,1,0,0,13100.0,0,0,0.0,1,0,1,0
Bangalore,in Bannerghatta Road,2024-12,1,1,0,13100.0,0,0,1.0,0,0,1,0
Bangalore,in Bannerghatta Road,2025-01,1,0,0,13100.0,1,0,-1.0,0,0,1,0
Bangalore,in Bannerghatta Road,2025-02,1,0,1,13100.0,0,1,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2025-03,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2025-04,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2025-05,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2025-06,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2025-07,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2025-08,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2025-09,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2025-10,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2025-11,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2025-12,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2026-01,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2026-02,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2026-03,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2026-04,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2026-05,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,in Bannerghatta Road,2026-06,1,0,0,13100.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2024-01,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2024-02,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2024-03,3,0,0,9900.0,0,0,0.0,1,0,1,0
Bangalore,snv la,2024-04,3,1,0,9900.0,0,0,1.0,0,0,1,0
Bangalore,snv la,2024-05,3,0,0,9900.0,1,0,-1.0,1,0,1,0
Bangalore,snv la,2024-06,3,1,0,9900.0,0,0,1.0,0,0,1,0
Bangalore,snv la,2024-07,3,0,0,9900.0,1,0,-1.0,0,0,1,0
Bangalore,snv la,2024-08,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2024-09,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2024-10,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2024-11,3,0,0,9900.0,0,0,0.0,1,0,1,0
Bangalore,snv la,2024-12,3,1,0,9900.0,0,0,1.0,0,0,1,0
Bangalore,snv la,2025-01,3,0,1,9900.0,1,0,-1.0,0,0,1,0
Bangalore,snv la,2025-02,3,0,0,9900.0,0,1,0.0,0,0,1,0
Bangalore,snv la,2025-03,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2025-04,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2025-05,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2025-06,3,0,0,9900.0,0,1,0.0,0,0,1,0
Bangalore,snv la,2025-07,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2025-08,3,0,0,9900.0,0,1,0.0,1,0,1,0
Bangalore,snv la,2025-09,3,1,0,9900.0,0,0,1.0,0,0,1,0
Bangalore,snv la,2025-10,3,0,0,9900.0,1,0,-1.0,0,0,1,0
Bangalore,snv la,2025-11,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2025-12,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2026-01,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2026-02,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2026-03,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2026-04,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2026-05,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,snv la,2026-06,3,0,0,9900.0,0,0,0.0,0,0,1,0
Bangalore,whitefield,2024-01,26,4,0,84050.0,0,0,4.0,3,0,1,0
Bangalore,whitefield,2024-02,26,3,0,84050.0,4,0,-0.25,1,0,1,0
Bangalore,whitefield,2024-03,26,1,0,84050.0,3,0,-0.6667,1,0,1,0
Bangalore,whitefield,2024-04,26,1,0,84050.0,1,0,0.0,3,0,1,0
Bangalore,whitefield,2024-05,26,3,0,84050.0,1,0,2.0,4,0,1,0
Bangalore,whitefield,2024-06,26,4,1,84050.0,3,0,0.3333,3,0,1,0
Bangalore,whitefield,2024-07,26,3,2,84050.0,4,0,-0.25,0,0,1,0
Bangalore,whitefield,2024-08,26,0,0,84050.0,3,0,-1.0,4,0,1,0
Bangalore,whitefield,2024-09,26,4,0,84050.0,0,0,4.0,4,0,1,0
Bangalore,whitefield,2024-10,26,4,0,84050.0,4,0,0.0,1,0,1,0
Bangalore,whitefield,2024-11,26,1,0,84050.0,4,0,-0.75,8,0,1,0
Bangalore,whitefield,2024-12,26,8,0,84050.0,1,0,7.0,2,0,1,0
Bangalore,whitefield,2025-01,26,2,0,84050.0,8,0,-0.75,3,0,1,0
Bangalore,whitefield,2025-02,26,3,0,84050.0,2,8,0.5,4,0,1,0
Bangalore,whitefield,2025-03,26,4,3,84050.0,3,4,0.3333,2,0,1,0
Bangalore,whitefield,2025-04,26,2,1,84050.0,4,3,-0.5,2,0,1,0
Bangalore,whitefield,2025-05,26,2,0,84050.0,2,1,0.0,1,0,1,0
Bangalore,whitefield,2025-06,26,1,0,84050.0,2,1,-0.5,5,0,1,0
Bangalore,whitefield,2025-07,26,5,0,84050.0,1,3,4.0,3,0,1,0
Bangalore,whitefield,2025-08,26,3,1,84050.0,5,4,-0.4,2,0,1,0
Bangalore,whitefield,2025-09,26,2,0,84050.0,3,3,-0.3333,2,0,1,0
Bangalore,whitefield,2025-10,26,2,3,84050.0,2,0,0.0,3,0,1,0
Bangalore,whitefield,2025-11,26,3,1,84050.0,2,4,0.5,1,0,1,0
Bangalore,whitefield,2025-12,26,1,1,84050.0,3,4,-0.6667,0,0,1,0
Bangalore,whitefield,2026-01,26,0,0,84050.0,1,1,-1.0,0,0,1,0
Bangalore,whitefield,2026-02,26,0,0,84050.0,0,1,0.0,0,0,1,0
Bangalore,whitefield,2026-03,26,0,0,84050.0,0,2,0.0,0,0,1,0
Bangalore,whitefield,2026-04,26,0,0,84050.0,0,3,0.0,0,0,1,0
Bangalore,whitefield,2026-05,26,0,0,84050.0,0,4,0.0,0,0,1,0
Bangalore,whitefield,2026-06,26,0,0,84050.0,0,2,0.0,0,0,1,0
Chennai,2nd Main Road,2024-01,2,0,0,77550.0,0,0,0.0,0,0,1,0
Chennai,2nd Main Road,2024-02,2,0,0,77550.0,0,0,0.0,1,0,1,0
Chennai,2nd Main Road,2024-03,2,1,0,77550.0,0,0,1.0,0,0,1,0
Chennai,2nd Main Road,2024-04,2,0,2,77550.0,1,0,-1.0,0,0,1,0
Chennai,2nd Main Road,2024-05,2,0,0,77550.0,0,0,0.0,0,0,1,0
Chennai,2nd Main Road,2024-06,2,0,0,77550.0,0,0,0.0,0,0,1,0
Chennai,2nd Main Road,2024-07,2,0,0,77550.0,0,0,0.0,0,0,1,0
Chennai,2nd Main Road,2024-08,2,0,0,77550.0,0,0,0.0,1,0,1,0
Chennai,2nd Main Road,2024-09,2,1,0,77550.0,0,0,1.0,0,0,1,0
Chennai,2nd Main Road,2024-10,2,0,0,77550.0,1,0,-1.0,0,0,1,0
Chennai,2nd Main Road,2024-11,2,0,0,77550.0,0,0,0.0,0,0,1,0
Chennai,2nd Main Road,2024-12,2,0,0,77550.0,0,0,0.0,1,0,1,0
Chennai,2nd Main Road,2025-01,2,1,0,77550.0,0,0,1.0,1,0,1,0
Chennai,2nd Main Road,2025-02,2,1,0,77550.0,1,0,0.0,0,0,1,0
Chennai,2nd Main Road,2025-03,2,0,0,77550.0,1,0,-1.0,1,0,1,0
Chennai,2nd Main Road,2025-04,2,1,0,77550.0,0,0,1.0,1,0,1,0
Chennai,2nd Main Road,2025-05,2,1,0,77550.0,1,1,0.0,0,0,1,0
Chennai,2nd Main Road,2025-06,2,0,0,77550.0,1,0,-1.0,0,0,1,0
Chennai,2nd Main Road,2025-07,2,0,0,77550.0,0,0,0.0,0,0,1,0
Chennai,2nd Main Road,2025-08,2,0,0,77550.0,0,0,0.0,1,0,1,0
Chennai,2nd Main Road,2025-09,2,1,0,77550.0,0,0,1.0,0,0,1,0
Chennai,2nd Main Road,2025-10,2,0,0,77550.0,1,0,-1.0,0,0,1,0
Chennai,2nd Main Road,2025-11,2,0,0,77550.0,0,1,0.0,1,0,1,0
Chennai,2nd Main Road,2025-12,2,1,0,77550.0,0,0,1.0,0,0,1,0
Chennai,2nd Main Road,2026-01,2,0,1,77550.0,1,0,-1.0,0,0,1,0
Chennai,2nd Main Road,2026-02,2,0,0,77550.0,0,1,0.0,0,0,1,0
Chennai,2nd Main Road,2026-03,2,0,0,77550.0,0,1,0.0,0,0,1,0
Chennai,2nd Main Road,2026-04,2,0,0,77550.0,0,1,0.0,0,0,1,0
Chennai,2nd Main Road,2026-05,2,0,0,77550.0,0,0,0.0,0,0,1,0
Chennai,2nd Main Road,2026-06,2,0,0,77550.0,0,1,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2024-01,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2024-02,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2024-03,1,0,0,12000.0,0,0,0.0,1,0,1,0
Chennai,355 konnur highroad Ayanavaram,2024-04,1,1,0,12000.0,0,0,1.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2024-05,1,0,1,12000.0,1,0,-1.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2024-06,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2024-07,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2024-08,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2024-09,1,0,0,12000.0,0,0,0.0,1,0,1,0
Chennai,355 konnur highroad Ayanavaram,2024-10,1,1,0,12000.0,0,0,1.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2024-11,1,0,0,12000.0,1,0,-1.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2024-12,1,0,2,12000.0,0,0,0.0,1,0,1,0
Chennai,355 konnur highroad Ayanavaram,2025-01,1,1,0,12000.0,0,0,1.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2025-02,1,0,0,12000.0,1,0,-1.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2025-03,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2025-04,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2025-05,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2025-06,1,0,0,12000.0,0,1,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2025-07,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2025-08,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2025-09,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2025-10,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2025-11,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2025-12,1,0,0,12000.0,0,1,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2026-01,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2026-02,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2026-03,1,0,0,12000.0,0,1,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2026-04,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2026-05,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,355 konnur highroad Ayanavaram,2026-06,1,0,0,12000.0,0,0,0.0,0,0,1,0
Chennai,5000,2024-01,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2024-02,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2024-03,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2024-04,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2024-05,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2024-06,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2024-07,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2024-08,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2024-09,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2024-10,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2024-11,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2024-12,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2025-01,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2025-02,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2025-03,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2025-04,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2025-05,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2025-06,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2025-07,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2025-08,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2025-09,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2025-10,1,0,0,5000.0,0,0,0.0,1,0,1,0
Chennai,5000,2025-11,1,1,0,5000.0,0,0,1.0,0,0,1,0
Chennai,5000,2025-12,1,0,0,5000.0,1,0,-1.0,0,0,1,0
Chennai,5000,2026-01,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2026-02,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2026-03,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2026-04,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2026-05,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,5000,2026-06,1,0,0,5000.0,0,0,0.0,0,0,1,0
Chennai,58 block,2024-01,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2024-02,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2024-03,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2024-04,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2024-05,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2024-06,3,0,0,8266.67,0,0,0.0,1,0,1,0
Chennai,58 block,2024-07,3,1,0,8266.67,0,0,1.0,0,0,1,0
Chennai,58 block,2024-08,3,0,0,8266.67,1,0,-1.0,0,0,1,0
Chennai,58 block,2024-09,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2024-10,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2024-11,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2024-12,3,0,0,8266.67,0,0,0.0,1,0,1,0
Chennai,58 block,2025-01,3,1,0,8266.67,0,0,1.0,1,0,1,0
Chennai,58 block,2025-02,3,1,0,8266.67,1,0,0.0,0,0,1,0
Chennai,58 block,2025-03,3,0,0,8266.67,1,0,-1.0,0,0,1,0
Chennai,58 block,2025-04,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2025-05,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2025-06,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2025-07,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2025-08,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2025-09,3,0,0,8266.67,0,1,0.0,1,0,1,0
Chennai,58 block,2025-10,3,1,0,8266.67,0,0,1.0,1,0,1,0
Chennai,58 block,2025-11,3,1,0,8266.67,1,0,0.0,0,0,1,0
Chennai,58 block,2025-12,3,0,0,8266.67,1,0,-1.0,0,0,1,0
Chennai,58 block,2026-01,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2026-02,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2026-03,3,0,0,8266.67,0,1,0.0,0,0,1,0
Chennai,58 block,2026-04,3,0,0,8266.67,0,1,0.0,0,0,1,0
Chennai,58 block,2026-05,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,58 block,2026-06,3,0,0,8266.67,0,0,0.0,0,0,1,0
Chennai,AGS Colony-Velachery,2024-01,2,0,0,17700.0,0,0,0.0,0,0,1,0
Chennai,AGS Colony-Velachery,2024-02,2,0,0,17700.0,0,0,0.0,0,0,1,0
Chennai,AGS Colony-Velachery,2024-03,2,0,0,17700.0,0,0,0.0,0,0,1,0
Chennai,AGS Colony-Velachery,2024-04,2,0,0,17700.0,0,0,0.0,0,0,1,0
Chennai,AGS Colony-Velachery,2024-05,2,0,0,17700.0,0,0,0.0,0,0,1,0
Chennai,AGS Colony-Velachery,2024-06,2,0,0,17700.0,0,0,0.0,0,0,1,0
Chennai,AGS Colony-Velachery,2024-07,2,0,0,17700.0,0,0,0.0,0,0,1,0
Chennai,AGS Colony-Velachery,2024-08,2,0,0,17700.0,0,0,0.0,0,0,1,0
Chennai,AGS Colony-Velachery,2024-09,2,0,0,17700.0,0,0,0.0,0,0,1,0
Chennai,AGS Colony-Velachery,2024-10,2,0,0,17700.0,0,0,0.0,0,0,1,0
Chennai,AGS Colony-Velachery,2024-11,2,0,0,17700.0,0,0,0.0,0,0,1,0
Chennai,AGS Colony-Velachery,2024-12,2,0,0,17700.0,0,0,0.0,1,0,1,0
