tenant_id,property_id,preferred_city,property_city,max_budget,monthly_rent,budget_gap,min_bedrooms,property_bedrooms,city_match,budget_match,bedroom_match,furnishing_match,parking_match,amenity_match,match_score,match_label,approx_distance_km,distance_match,property_type_match,budget_score,recommendation_score
T04229,P02218,Hyderabad,Hyderabad,102813,12000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T05744,P02218,Hyderabad,Hyderabad,19914,12000,0.0,2,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03340,P02235,Delhi,Delhi,19856,8000,0.0,1,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01156,P02237,Chennai,Chennai,62196,18000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00116,P02262,Delhi,Delhi,19554,15000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04895,P02269,Delhi,Delhi,66726,22000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01973,P02280,Bangalore,Bangalore,19905,6500,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03583,P02285,Chennai,Chennai,32306,17000,0.0,2,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02725,P02293,Hyderabad,Hyderabad,20429,12000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03129,P02293,Hyderabad,Hyderabad,103438,12000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02820,P02298,Mumbai,Mumbai,97775,22000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05049,P02309,Delhi,Delhi,50546,12000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00220,P02310,Chennai,Chennai,94237,7000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01169,P02344,Mumbai,Mumbai,57913,20000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00273,P02350,Chennai,Chennai,77931,10000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01290,P02361,Hyderabad,Hyderabad,103490,20000,0.0,3,6,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03248,P02379,Delhi,Delhi,103195,13000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T02618,P02399,Bangalore,Bangalore,18935,5000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05951,P02399,Bangalore,Bangalore,39925,5000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01223,P02400,Hyderabad,Hyderabad,41393,9000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01318,P02405,Delhi,Delhi,58175,14000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05933,P02414,Mumbai,Mumbai,110343,28000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04999,P02418,Bangalore,Bangalore,42737,9800,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04690,P02423,Kolkata,Kolkata,117865,5000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02519,P02431,Chennai,Chennai,114089,23000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05000,P02434,Delhi,Delhi,107350,13000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01137,P02438,Hyderabad,Hyderabad,50615,6500,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05588,P02449,Delhi,Delhi,119770,70000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03859,P02459,Mumbai,Mumbai,60797,40000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03645,P02469,Chennai,Chennai,80486,27000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03967,P02470,Kolkata,Kolkata,18389,3500,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02168,P02471,Chennai,Chennai,44432,15000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00300,P02479,Delhi,Delhi,48156,30000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03274,P02492,Bangalore,Bangalore,93277,7500,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05345,P02500,Bangalore,Bangalore,58662,15000,0.0,2,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04563,P02512,Bangalore,Bangalore,21104,15000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04797,P02519,Bangalore,Bangalore,40146,6000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T05416,P02525,Chennai,Chennai,86726,12000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00140,P02545,Hyderabad,Hyderabad,79328,9000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T05747,P02569,Delhi,Delhi,39197,8000,0.0,2,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01613,P02580,Kolkata,Kolkata,99844,7500,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03337,P02591,Bangalore,Bangalore,52250,11400,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02278,P02615,Hyderabad,Hyderabad,62935,37000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02538,P02634,Chennai,Chennai,116850,25000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05871,P02634,Chennai,Chennai,77803,25000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03359,P02640,Chennai,Chennai,76375,9500,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00424,P02645,Delhi,Delhi,74792,7000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03865,P02656,Chennai,Chennai,64125,10000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04326,P02659,Hyderabad,Hyderabad,54803,12000,0.0,2,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04850,P02660,Delhi,Delhi,50602,27000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00186,P02675,Hyderabad,Hyderabad,86575,18000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01828,P02687,Mumbai,Mumbai,61900,22000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01917,P02697,Mumbai,Mumbai,95751,75000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04543,P02697,Mumbai,Mumbai,107225,75000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01931,P02719,Hyderabad,Hyderabad,13988,6000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03952,P02735,Bangalore,Bangalore,71655,24000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04476,P02736,Bangalore,Bangalore,75052,22000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04988,P02747,Chennai,Chennai,101132,8500,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00096,P02750,Hyderabad,Hyderabad,118021,15000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04439,P02750,Hyderabad,Hyderabad,29221,15000,0.0,2,3,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T00273,P02754,Chennai,Chennai,77931,10000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01625,P02772,Bangalore,Bangalore,20019,15000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04252,P02788,Chennai,Chennai,60785,8500,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02813,P02792,Bangalore,Bangalore,97747,6000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01924,P02809,Bangalore,Bangalore,22826,15000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02209,P02824,Chennai,Chennai,103758,30000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T05096,P02859,Bangalore,Bangalore,81494,30000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T04509,P02860,Bangalore,Bangalore,76540,6000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01094,P02861,Chennai,Chennai,116863,16000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01701,P02877,Bangalore,Bangalore,17993,10000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04239,P02883,Bangalore,Bangalore,62739,37000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04632,P02909,Bangalore,Bangalore,85801,12500,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00170,P02924,Chennai,Chennai,76883,9500,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T02083,P02929,Hyderabad,Hyderabad,31324,6000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T01957,P02933,Chennai,Chennai,13485,10000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05492,P02933,Chennai,Chennai,19208,10000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04299,P02934,Chennai,Chennai,82354,9000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T00804,P02968,Chennai,Chennai,70717,25000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04636,P02973,Hyderabad,Hyderabad,69609,38000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01430,P02985,Delhi,Delhi,27041,19500,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T01077,P02993,Mumbai,Mumbai,40902,32000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03257,P03028,Kolkata,Kolkata,70375,15000,0.0,1,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03560,P03028,Kolkata,Kolkata,45811,15000,0.0,2,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03194,P03030,Chennai,Chennai,80088,40000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04040,P03032,Kolkata,Kolkata,87675,9500,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02538,P03038,Chennai,Chennai,116850,80000,0.0,3,4,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05865,P03043,Kolkata,Kolkata,21022,18000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T01655,P03050,Mumbai,Mumbai,115154,57000,0.0,1,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03505,P03057,Mumbai,Mumbai,35764,8500,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00734,P03060,Delhi,Delhi,21195,18000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00747,P03066,Hyderabad,Hyderabad,48292,18000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04434,P03074,Kolkata,Kolkata,94235,10000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01941,P03081,Mumbai,Mumbai,110732,42000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T04543,P03101,Mumbai,Mumbai,107225,25000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03843,P03112,Chennai,Chennai,49005,14000,0.0,1,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01111,P03133,Hyderabad,Hyderabad,90203,10000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04381,P03135,Delhi,Delhi,87523,8000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04793,P03162,Kolkata,Kolkata,44933,8500,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05678,P03182,Bangalore,Bangalore,86204,16000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04871,P03198,Delhi,Delhi,69629,6000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04076,P03204,Chennai,Chennai,83242,10000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04253,P03208,Chennai,Chennai,82906,8000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01242,P03209,Bangalore,Bangalore,57038,20000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04695,P03210,Mumbai,Mumbai,107505,70000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04285,P03215,Mumbai,Mumbai,99556,80000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03225,P03223,Hyderabad,Hyderabad,72981,15000,0.0,2,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02173,P03258,Delhi,Delhi,22730,12500,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04042,P03266,Bangalore,Bangalore,77661,10000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05172,P03267,Chennai,Chennai,62101,7000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01733,P03288,Hyderabad,Hyderabad,47695,11000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05401,P03295,Chennai,Chennai,113324,15000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T00188,P03313,Mumbai,Mumbai,93220,85000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02562,P03321,Bangalore,Bangalore,86708,8500,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01743,P03347,Kolkata,Kolkata,102450,8000,0.0,1,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01491,P03355,Hyderabad,Hyderabad,26162,14000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T03246,P03357,Hyderabad,Hyderabad,39083,11000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04900,P03359,Delhi,Delhi,92094,11000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04692,P03364,Kolkata,Kolkata,74368,10000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02712,P03398,Delhi,Delhi,14844,12000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00396,P03409,Hyderabad,Hyderabad,33185,8000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03325,P03409,Hyderabad,Hyderabad,108649,8000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00258,P03423,Bangalore,Bangalore,80721,8500,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00599,P03425,Chennai,Chennai,104213,50000,0.0,1,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03844,P03431,Bangalore,Bangalore,107531,12000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T03857,P03437,Bangalore,Bangalore,93234,6900,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04275,P03459,Bangalore,Bangalore,53354,10500,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01990,P03461,Chennai,Chennai,95716,8000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T05052,P03468,Delhi,Delhi,22236,20000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04377,P03475,Hyderabad,Hyderabad,30820,23000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02212,P03478,Bangalore,Bangalore,112871,16000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02200,P03488,Mumbai,Mumbai,73057,70000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03515,P03520,Kolkata,Kolkata,36812,15000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00216,P03559,Hyderabad,Hyderabad,23174,20000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05696,P03571,Bangalore,Bangalore,114961,10000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03362,P03597,Delhi,Delhi,92542,14000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T02750,P03602,Bangalore,Bangalore,38521,30000,0.0,2,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01249,P03624,Mumbai,Mumbai,75475,47000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05510,P03625,Delhi,Delhi,71845,6500,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04115,P03626,Hyderabad,Hyderabad,83950,12500,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04286,P03635,Bangalore,Bangalore,52767,7500,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01919,P03638,Mumbai,Mumbai,117542,20000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02868,P03672,Hyderabad,Hyderabad,31973,9000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01070,P03689,Delhi,Delhi,92270,10500,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03469,P03693,Mumbai,Mumbai,105186,18000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04075,P03693,Mumbai,Mumbai,108452,18000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T05477,P03703,Chennai,Chennai,25603,15000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05736,P03706,Chennai,Chennai,20841,14500,0.0,1,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01431,P03708,Kolkata,Kolkata,70278,5000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02801,P03711,Hyderabad,Hyderabad,114945,12500,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05431,P03775,Bangalore,Bangalore,26089,6000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02548,P03804,Hyderabad,Hyderabad,116912,18000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03003,P03812,Delhi,Delhi,53448,16000,0.0,1,3,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T02575,P03832,Chennai,Chennai,80987,10000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05852,P03845,Delhi,Delhi,35370,14000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T02185,P03854,Hyderabad,Hyderabad,71226,6500,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03416,P03855,Delhi,Delhi,14121,8500,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05739,P03855,Delhi,Delhi,17348,8500,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04174,P03863,Mumbai,Mumbai,58705,23000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T04364,P03873,Bangalore,Bangalore,15905,13000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02793,P03886,Bangalore,Bangalore,46510,13000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05780,P03905,Delhi,Delhi,81308,12000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05150,P03925,Hyderabad,Hyderabad,74385,22000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00524,P03942,Hyderabad,Hyderabad,95370,22000,0.0,1,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04975,P03953,Delhi,Delhi,76309,8000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T04799,P03965,Hyderabad,Hyderabad,41263,14000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04515,P03966,Bangalore,Bangalore,18924,11000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05626,P03966,Bangalore,Bangalore,42335,11000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05444,P03983,Delhi,Delhi,42760,10000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,0,1,1.0,100.0
T03426,P04015,Chennai,Chennai,92058,12000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01736,P04043,Delhi,Delhi,49651,9000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02544,P04043,Delhi,Delhi,41225,9000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00411,P04053,Hyderabad,Hyderabad,90367,9000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00020,P04059,Bangalore,Bangalore,37575,18500,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02792,P04072,Mumbai,Mumbai,103681,32000,0.0,1,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03974,P04097,Delhi,Delhi,94167,20500,0.0,2,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03282,P04135,Chennai,Chennai,95471,12000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00941,P04150,Kolkata,Kolkata,72112,8500,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02274,P04167,Chennai,Chennai,35227,9000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01050,P04177,Bangalore,Bangalore,73224,35000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05249,P04196,Bangalore,Bangalore,25333,8000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00377,P04216,Chennai,Chennai,23315,10000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00574,P04237,Kolkata,Kolkata,101725,15000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T04614,P04237,Kolkata,Kolkata,108411,15000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03762,P04240,Delhi,Delhi,101463,44300,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03333,P04244,Chennai,Chennai,71576,9500,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05656,P04244,Chennai,Chennai,72532,9500,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02457,P04267,Delhi,Delhi,61847,30000,0.0,1,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05961,P04276,Bangalore,Bangalore,84124,7500,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00122,P04277,Chennai,Chennai,57135,26000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01051,P04294,Chennai,Chennai,107721,9000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00118,P04314,Kolkata,Kolkata,41466,9000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00264,P04327,Kolkata,Kolkata,95363,20000,0.0,3,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00360,P04348,Mumbai,Mumbai,54199,12000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03271,P04363,Kolkata,Kolkata,65777,8000,0.0,2,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T00513,P04372,Bangalore,Bangalore,95831,20000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01455,P04395,Mumbai,Mumbai,100953,22000,0.0,1,1,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02074,P04401,Delhi,Delhi,73689,10000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01254,P04411,Hyderabad,Hyderabad,55838,12500,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05395,P04411,Hyderabad,Hyderabad,118660,12500,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02940,P04420,Chennai,Chennai,68411,8000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T01457,P04427,Bangalore,Bangalore,82051,18000,0.0,2,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05699,P04427,Bangalore,Bangalore,106562,18000,0.0,1,3,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T03333,P04446,Chennai,Chennai,71576,12000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T05656,P04446,Chennai,Chennai,72532,12000,0.0,1,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
T02383,P04497,Bangalore,Bangalore,60179,12000,0.0,2,2,1,1,1,1,1,1,0.88,1,5.4,1,1,1.0,100.0
