tenant_id,snapshot_month,monthly_income,historical_invoice_count,late_payment_count,missed_payment_count,avg_days_late,max_days_late,historical_outstanding,rent_to_income_ratio,payment_completion_ratio,risk_label,data_split,late_payment_count_delta,missed_payment_count_delta,recent_late_payment_count_3m,recent_missed_payment_count_3m,recent_avg_days_late_3m,recent_payment_completion_ratio_3m,recent_late_payment_count_6m,recent_missed_payment_count_6m,recent_avg_days_late_6m,recent_payment_completion_ratio_6m,late_payment_trend,missed_payment_trend,payment_completion_trend
T04969,2024-12-01,125071,4.0,3.0,0,2.6666666666666665,5,0.0,0.2126791982154136,1.0,1,train,2.0,0.0,3.0,0.0,1.8333333333333333,1.0,3.0,0.0,1.8333333333333333,1.0,2.0,0.0,0.0
T04979,2024-12-01,86468,3.0,1.0,1,10.0,10,11000.0,0.1214322061340611,0.6666666666666666,1,train,1.0,0.0,1.0,1.0,3.3333333333333335,0.5555555555555555,1.0,1.0,3.3333333333333335,0.5555555555555555,1.0,0.0,0.16666666666666663
T04980,2024-12-01,180488,12.0,4.0,3,6.5,15,106500.0,0.193918709277071,0.75,0,train,0.0,1.0,1.0,2.0,6.666666666666667,0.7893939393939394,1.0,2.0,6.833333333333333,0.8167207792207792,0.0,1.0,-0.06818181818181823
T04982,2024-12-01,214431,24.0,12.0,6,4.75,15,33000.0,0.0466350481040521,0.75,0,train,1.0,1.0,3.0,3.0,4.734848484848485,0.7882775119617224,6.0,6.0,4.875030062530063,0.8220962151883205,1.0,1.0,-0.022727272727272707
T04983,2024-12-01,84782,6.0,4.0,1,15.5,45,7000.0,0.0,0.8333333333333334,1,train,1.0,0.0,2.0,1.0,8.944444444444445,0.7666666666666667,3.0,1.0,6.138888888888889,0.7027777777777778,1.0,-1.0,0.16666666666666674
T04984,2024-12-01,155769,18.0,9.0,2,11.333333333333334,45,33100.0,0.2060743793694509,0.8888888888888888,1,train,1.0,0.0,4.0,0.0,11.212301587301587,0.8736772486772487,6.0,1.0,7.356150793650794,0.8715608465608465,1.0,0.0,0.01388888888888884
T04985,2024-12-01,61861,9.0,3.0,3,9.0,15,17400.0,0.0856759509222288,0.6666666666666666,0,train,0.0,1.0,1.0,2.0,10.166666666666666,0.7103174603174603,2.0,3.0,10.5,0.794047619047619,0.0,1.0,-0.08333333333333337
T04986,2024-12-01,192701,20.0,11.0,5,9.0,30,67500.0,0.1349240533261373,0.75,1,train,1.0,0.0,3.0,0.0,9.266666666666666,0.7314814814814815,6.0,2.0,8.99047619047619,0.724371693121693,1.0,0.0,0.02777777777777779
T04999,2024-12-01,177183,12.0,5.0,3,11.2,30,511500.0,0.9594599933402188,0.75,0,train,1.0,0.0,2.0,1.0,9.927777777777779,0.7045454545454546,3.0,2.0,7.825,0.6967171717171716,1.0,0.0,0.022727272727272707
T05004,2024-12-01,151087,9.0,5.0,1,6.8,15,25500.0,0.1654675782827112,0.8888888888888888,0,train,0.0,1.0,1.0,1.0,6.533333333333334,0.9629629629629629,3.0,1.0,5.266666666666667,0.9814814814814815,0.0,1.0,-0.11111111111111116
T05010,2024-12-01,142163,8.0,4.0,1,6.25,15,20500.0,0.1406835815226184,0.875,0,train,0.0,0.0,0.0,0.0,6.25,0.8551587301587301,1.0,1.0,6.25,0.8664682539682539,0.0,0.0,0.017857142857142905
T05011,2024-12-01,221270,5.0,2.0,3,5.0,7,157500.0,0.2350070050164956,0.4,1,train,1.0,0.0,2.0,1.0,3.6666666666666665,0.3277777777777778,2.0,3.0,2.75,0.24583333333333335,1.0,0.0,0.15000000000000002
T05013,2024-12-01,70335,35.0,12.0,9,5.833333333333333,30,255400.0,1.617971138124689,0.7428571428571429,0,train,0.0,2.0,1.0,4.0,5.833333333333333,0.7749143329788492,3.0,6.0,5.048484848484849,0.7556630346952927,0.0,2.0,-0.03133640552995387
T05019,2024-12-01,194069,12.0,7.0,3,11.428571428571429,30,31200.0,0.1530383523386012,0.75,0,train,2.0,1.0,4.0,3.0,10.576190476190478,0.7870370370370371,7.0,3.0,10.598809523809525,0.8402777777777778,2.0,1.0,-0.02777777777777779
T05022,2024-12-01,179435,6.0,3.0,1,4.666666666666667,7,69900.0,0.3867695822999972,0.8333333333333334,0,train,1.0,0.0,2.0,0.0,3.7222222222222228,0.7944444444444446,2.0,1.0,2.861111111111111,0.7305555555555555,1.0,0.0,0.033333333333333326
T05025,2024-12-01,113932,5.0,2.0,2,2.0,3,33000.0,0.280869290453955,0.6,1,train,1.0,1.0,2.0,2.0,2.5,0.6333333333333333,2.0,2.0,2.5,0.6333333333333333,1.0,1.0,-0.06666666666666665
T05042,2024-12-01,113687,20.0,16.0,1,4.875,10,7500.0,0.1231451265316175,0.95,0,train,2.0,0.0,3.0,0.0,4.632326007326007,0.9439814814814814,7.0,0.0,4.267445054945056,0.934170227920228,2.0,0.0,0.005555555555555536
T05044,2024-12-01,204613,15.0,6.0,3,6.5,15,112500.0,0.7233167003074096,0.8,0,train,0.0,3.0,3.0,3.0,6.916666666666667,0.9333333333333332,6.0,3.0,6.9375,0.95,0.0,3.0,-0.19999999999999996
T05049,2024-12-01,83850,6.0,4.0,0,10.5,15,0.0,0.0,1.0,0,train,0.0,0.0,2.0,0.0,10.888888888888888,1.0,4.0,0.0,10.444444444444445,1.0,0.0,0.0,0.0
T05054,2024-12-01,32618,21.0,13.0,3,6.384615384615385,30,54600.0,0.5426451652461831,0.8571428571428571,1,train,0.0,1.0,2.0,2.0,5.72863247863248,0.8634920634920634,6.0,2.0,5.1915889665889665,0.8630494505494505,0.0,1.0,-0.04285714285714293
T05058,2024-12-01,108637,11.0,4.0,2,25.0,45,15000.0,0.1288695380027062,0.8181818181818182,1,train,0.0,1.0,4.0,1.0,26.666666666666668,0.807118807118807,4.0,3.0,13.333333333333334,0.7813371813371813,0.0,1.0,-0.07070707070707061
T05059,2024-12-01,72259,6.0,5.0,0,10.8,30,0.0,0.1937474916619383,1.0,0,train,1.0,0.0,2.0,0.0,10.933333333333332,1.0,3.0,1.0,10.161111111111111,0.9444444444444443,1.0,0.0,0.0
T05061,2024-12-01,169839,6.0,3.0,0,8.333333333333334,15,0.0,0.4710343325149111,1.0,1,train,0.0,0.0,0.0,0.0,8.333333333333334,1.0,1.0,0.0,7.777777777777779,1.0,0.0,0.0,0.0
T05062,2024-12-01,132489,14.0,6.0,3,7.333333333333333,30,18600.0,0.1290673187962774,0.7857142857142857,0,train,1.0,1.0,4.0,2.0,5.4944444444444445,0.756854256854257,6.0,4.0,3.5805555555555557,0.7062049062049063,1.0,1.0,-0.032467532467532534
T05068,2024-12-01,77254,37.0,24.0,6,6.5,30,54000.0,0.4401066611437595,0.8378378378378378,0,train,3.0,0.0,9.0,3.0,5.761904761904762,0.8508571267191957,17.0,5.0,6.112006512006512,0.8657063411373755,3.0,0.0,0.019656019656019597
T05072,2024-12-01,161726,12.0,7.0,2,4.0,10,16400.0,0.0476113921076388,0.8333333333333334,1,train,0.0,0.0,1.0,2.0,4.0,0.8505050505050505,4.0,2.0,4.2555555555555555,0.9252525252525253,0.0,0.0,0.015151515151515138
T05076,2024-12-01,244775,19.0,7.0,4,9.857142857142858,30,26400.0,0.0498416913491982,0.7894736842105263,0,train,0.0,0.0,2.0,1.0,9.571428571428571,0.7847265221878225,4.0,3.0,8.685714285714285,0.8094572781879285,0.0,0.0,0.024767801857585203
T05083,2024-12-01,196479,15.0,5.0,5,9.2,30,42500.0,0.0,0.6666666666666666,1,train,0.0,0.0,2.0,2.0,9.383333333333333,0.6752136752136751,4.0,3.0,9.525,0.6680782180782181,0.0,0.0,0.0
T05085,2024-12-01,72968,7.0,3.0,1,8.333333333333334,15,47000.0,0.6372656506961956,0.8571428571428571,0,train,0.0,1.0,1.0,1.0,9.222222222222223,0.9523809523809524,2.0,1.0,9.444444444444445,0.9761904761904762,0.0,1.0,-0.1428571428571429
T05093,2024-12-01,116419,8.0,5.0,2,2.4,7,52800.0,0.2224722768620242,0.75,0,train,1.0,0.0,2.0,1.0,1.6333333333333335,0.7658730158730158,2.0,2.0,1.4833333333333334,0.8496031746031747,1.0,0.0,0.0357142857142857
T05096,2024-12-01,194188,8.0,4.0,2,20.0,30,30400.0,0.1513996745421962,0.75,0,train,1.0,1.0,4.0,2.0,17.77777777777778,0.8611111111111112,4.0,3.0,13.333333333333334,0.7708333333333334,1.0,1.0,-0.08333333333333337
T05101,2024-12-01,126957,6.0,4.0,0,6.75,15,0.0,0.2118827634553431,1.0,0,train,1.0,0.0,2.0,0.0,5.25,1.0,4.0,0.0,4.75,1.0,1.0,0.0,0.0
T05104,2024-12-01,232032,13.0,5.0,3,5.8,10,108300.0,0.2878913253344366,0.7692307692307693,1,train,0.0,1.0,1.0,2.0,5.8,0.8254338254338255,1.0,3.0,5.8999999999999995,0.8680740555740556,0.0,1.0,-0.04895104895104896
T05108,2024-12-01,53860,8.0,4.0,1,4.0,5,41800.0,0.7668028221314519,0.875,1,train,1.0,0.0,2.0,0.0,3.5555555555555554,0.8551587301587302,4.0,1.0,2.7777777777777772,0.7692460317460318,1.0,0.0,0.017857142857142905
T05110,2024-12-01,70097,18.0,5.0,7,4.6,10,65800.0,0.253933834543561,0.6111111111111112,1,train,1.0,0.0,2.0,3.0,4.866666666666666,0.605489417989418,3.0,4.0,5.433333333333334,0.6310275372775372,1.0,0.0,0.04861111111111116
T05111,2024-12-01,27710,6.0,2.0,0,16.0,30,0.0,0.5052327679538073,1.0,0,train,0.0,0.0,0.0,0.0,16.0,1.0,2.0,1.0,13.2,0.9,0.0,0.0,0.0
T05112,2024-12-01,97539,9.0,4.0,4,4.25,5,238000.0,0.604886250627954,0.5555555555555556,1,train,1.0,0.0,2.0,0.0,3.9166666666666665,0.4947089947089947,3.0,2.0,3.4583333333333335,0.41124338624338624,1.0,0.0,0.05555555555555558
T05117,2024-12-01,142865,16.0,6.0,4,4.333333333333333,10,104800.0,0.3597802120883351,0.75,1,train,0.0,2.0,1.0,2.0,4.5555555555555545,0.8134920634920636,4.0,3.0,5.0,0.8370911495911496,0.0,2.0,-0.1071428571428571
T05118,2024-12-01,226126,5.0,4.0,0,4.75,10,0.0,0.057490071906813,1.0,1,train,0.0,0.0,1.0,0.0,4.75,1.0,2.0,0.0,3.875,1.0,0.0,0.0,0.0
T05121,2024-12-01,124558,9.0,5.0,2,5.8,15,46200.0,0.1814415774177491,0.7777777777777778,1,train,1.0,0.0,2.0,1.0,6.266666666666666,0.794973544973545,4.0,1.0,6.411111111111111,0.7947089947089947,1.0,0.0,0.02777777777777779
T05124,2024-12-01,63726,11.0,6.0,3,8.833333333333334,30,33900.0,0.3389511345447697,0.7272727272727273,0,train,2.0,0.0,5.0,1.0,9.277777777777779,0.6313131313131314,6.0,3.0,9.566666666666666,0.5787878787878789,2.0,0.0,0.06060606060606066
T05133,2024-12-01,53752,13.0,8.0,2,8.25,30,45000.0,0.4092870962940914,0.8461538461538461,1,train,1.0,0.0,2.0,1.0,6.178571428571428,0.7987179487179489,4.0,3.0,5.533730158730158,0.7869251119251119,1.0,-1.0,0.09615384615384615
T05137,2024-12-01,245356,13.0,7.0,3,11.428571428571429,45,142500.0,0.3831167772542754,0.7692307692307693,0,train,2.0,0.0,6.0,1.0,14.542857142857143,0.7071678321678322,7.0,3.0,17.725714285714286,0.6443006993006992,2.0,0.0,0.04195804195804198
T05143,2024-12-01,34991,2.0,1.0,0,3.0,3,0.0,1.0859935411963075,1.0,0,train,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
T05155,2024-12-01,120057,3.0,2.0,0,3.0,5,0.0,0.2523801194432644,1.0,0,train,2.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0
T05157,2024-12-01,40662,2.0,2.0,0,2.0,3,0.0,0.0,1.0,1,train,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
T05165,2024-12-01,229708,11.0,5.0,4,3.4,7,282000.0,0.304734706671078,0.6363636363636364,0,train,0.0,0.0,2.0,0.0,3.516666666666667,0.5973063973063973,3.0,1.0,4.2027777777777775,0.5605579605579606,0.0,0.0,0.036363636363636376
T05170,2024-12-01,53399,19.0,12.0,4,7.666666666666667,45,62000.0,0.5243543886589637,0.7894736842105263,0,train,2.0,0.0,5.0,0.0,8.744444444444444,0.7625042999656002,7.0,2.0,7.304761904761905,0.7115940303246804,2.0,0.0,0.024767801857585203
T05176,2024-12-01,42759,8.0,4.0,2,5.0,7,119800.0,2.778362450010524,0.75,1,train,1.0,1.0,2.0,2.0,5.4444444444444455,0.8611111111111112,4.0,2.0,5.833333333333334,0.8958333333333334,1.0,1.0,-0.08333333333333337
T05180,2024-12-01,214319,4.0,2.0,1,1.5,2,16500.0,0.0746550702457551,0.75,0,train,1.0,0.0,2.0,1.0,0.8333333333333334,0.6388888888888888,2.0,1.0,0.8333333333333334,0.6388888888888888,1.0,0.0,0.08333333333333337
T05207,2024-12-01,234277,8.0,4.0,1,3.25,5,5500.0,0.0213422572424949,0.875,0,train,1.0,0.0,2.0,0.0,2.472222222222222,0.8551587301587301,4.0,0.0,1.8194444444444444,0.7970238095238096,1.0,0.0,0.017857142857142905
T05209,2024-12-01,164080,9.0,5.0,1,4.0,7,2000.0,1.083008288639688,0.8888888888888888,1,train,1.0,1.0,2.0,1.0,4.416666666666667,0.9629629629629629,2.0,1.0,4.708333333333333,0.9814814814814815,1.0,1.0,-0.11111111111111116
T05210,2024-12-01,177345,3.0,1.0,1,30.0,30,110500.0,0.6202599453043502,0.6666666666666666,0,train,0.0,1.0,1.0,1.0,30.0,0.8888888888888888,1.0,1.0,30.0,0.8888888888888888,0.0,1.0,-0.33333333333333337
T05218,2024-12-01,144190,15.0,7.0,4,3.571428571428572,7,172300.0,0.5707746723073722,0.7333333333333333,1,train,1.0,0.0,2.0,0.0,3.9904761904761905,0.6873348873348872,5.0,3.0,4.395238095238096,0.6314981314981315,1.0,0.0,0.04102564102564099
T05220,2024-12-01,83325,13.0,7.0,2,10.428571428571429,30,27000.0,0.312031203120312,0.8461538461538461,0,train,2.0,0.0,3.0,0.0,13.142857142857144,0.8140378140378141,6.0,2.0,14.654761904761905,0.8236855736855736,2.0,0.0,0.027972027972027913
T05225,2024-12-01,212120,16.0,10.0,1,6.7,30,98500.0,0.9240052800301716,0.9375,1,train,2.0,0.0,3.0,1.0,7.566666666666666,0.9553571428571429,6.0,1.0,7.45,0.9776785714285713,2.0,0.0,0.008928571428571397
T05230,2024-12-01,201726,3.0,0.0,2,0.0,0,111000.0,0.4882860910343733,0.3333333333333333,0,train,0.0,2.0,0.0,2.0,0.0,0.3333333333333333,0.0,2.0,0.0,0.3333333333333333,0.0,0.0,0.0
T05232,2024-12-01,143836,6.0,3.0,1,12.0,30,17700.0,0.3587419004977891,0.8333333333333334,1,train,2.0,0.0,3.0,2.0,8.5,0.5833333333333334,3.0,2.0,8.5,0.5833333333333334,2.0,-1.0,0.5
T05234,2024-12-01,54655,18.0,8.0,5,5.375,10,186000.0,1.6814564083798371,0.7222222222222222,0,train,2.0,0.0,3.0,0.0,5.891666666666666,0.6841931216931217,3.0,3.0,5.845833333333334,0.6730156417656418,2.0,0.0,0.03472222222222221
T05236,2024-12-01,49525,8.0,2.0,1,7.5,10,7700.0,0.1453811206461383,0.875,0,train,0.0,0.0,1.0,0.0,7.5,0.8551587301587301,1.0,1.0,6.25,0.7970238095238096,0.0,0.0,0.017857142857142905
T05240,2024-12-01,80125,13.0,4.0,4,4.5,7,28000.0,0.0811232449297972,0.6923076923076923,0,train,0.0,1.0,2.0,1.0,4.444444444444444,0.7141025641025641,2.0,4.0,3.722222222222222,0.7320512820512821,0.0,1.0,-0.05769230769230771
T05243,2024-12-01,144129,21.0,14.0,4,4.928571428571429,15,122000.0,0.4162937368607289,0.8095238095238095,0,train,1.0,0.0,6.0,2.0,4.455677655677656,0.7996658312447785,14.0,4.0,3.877838827838828,0.8095551378446116,1.0,0.0,0.020050125313283207
T05247,2024-12-01,190687,8.0,4.0,0,4.0,7,0.0,0.0,1.0,0,train,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
T05249,2024-12-01,123059,12.0,9.0,2,4.555555555555555,15,22400.0,0.1739003242347166,0.8333333333333334,1,train,2.0,0.0,3.0,1.0,4.661375661375661,0.8037037037037038,7.0,2.0,4.852910052910053,0.8085978835978835,2.0,0.0,0.033333333333333326
T05251,2024-12-01,127969,6.0,6.0,0,6.0,10,0.0,0.0,1.0,0,train,0.0,0.0,1.0,0.0,6.333333333333333,1.0,4.0,0.0,6.986111111111112,1.0,0.0,0.0,0.0
T05253,2024-12-01,40783,7.0,1.0,1,5.0,5,6300.0,0.426648358384621,0.8571428571428571,1,train,1.0,0.0,1.0,1.0,1.6666666666666667,0.7023809523809524,1.0,1.0,1.6666666666666667,0.7023809523809524,1.0,0.0,0.1071428571428571
T05254,2024-12-01,216660,2.0,0.0,0,0.0,0,0.0,0.0429243976737745,1.0,0,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
T05255,2024-12-01,148433,2.0,2.0,0,4.0,7,0.0,0.1825739559262428,1.0,0,train,2.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0
T05258,2024-12-01,181650,2.0,2.0,0,9.0,15,0.0,0.1739609138453069,1.0,0,train,2.0,0.0,2.0,0.0,9.0,1.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0
T05261,2024-12-01,202333,5.0,3.0,1,3.6666666666666665,7,11500.0,0.0543658226784558,0.8,0,train,0.0,1.0,3.0,1.0,3.1111111111111107,0.9333333333333332,3.0,1.0,3.1111111111111107,0.9333333333333332,0.0,1.0,-0.19999999999999996
T05262,2024-12-01,144007,28.0,16.0,6,10.1875,45,135600.0,0.3069295242592374,0.7857142857142857,0,train,0.0,2.0,2.0,2.0,10.577380952380953,0.8217338217338218,6.0,4.0,10.736326173826173,0.8062757227516952,0.0,2.0,-0.06043956043956045
T05263,2024-12-01,187423,12.0,9.0,1,10.0,30,20800.0,0.3249334393324192,0.9166666666666666,0,train,2.0,0.0,7.0,0.0,11.654761904761905,0.8796296296296297,9.0,2.0,11.866071428571429,0.7847222222222222,2.0,0.0,0.02777777777777779
T05270,2024-12-01,76144,5.0,4.0,0,12.0,15,0.0,0.7748476570708132,1.0,0,train,0.0,0.0,2.0,0.0,11.666666666666666,1.0,4.0,0.0,11.0,1.0,0.0,0.0,0.0
T05274,2024-12-01,160459,9.0,6.0,0,11.833333333333334,45,0.0,0.0498569728092534,1.0,1,train,1.0,0.0,2.0,0.0,13.277777777777779,1.0,4.0,1.0,12.097222222222221,0.9666666666666667,1.0,0.0,0.0
T05277,2024-12-01,240686,7.0,4.0,0,4.0,7,0.0,0.062321863340618,1.0,0,train,1.0,0.0,2.0,0.0,3.3333333333333335,1.0,4.0,0.0,3.4166666666666665,1.0,1.0,0.0,0.0
T05289,2024-12-01,181225,3.0,2.0,0,2.0,2,0.0,0.0993240446958201,1.0,0,train,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0
T05290,2024-12-01,135054,5.0,4.0,0,2.75,5,0.0,0.0592355650332459,1.0,1,train,1.0,0.0,2.0,0.0,2.25,1.0,4.0,0.0,2.3125,1.0,1.0,0.0,0.0
T05292,2024-12-01,54480,5.0,3.0,1,2.0,3,31200.0,0.0,0.8,0,train,0.0,0.0,0.0,1.0,2.0,0.8666666666666667,3.0,1.0,1.9,0.9199999999999999,0.0,0.0,0.0
T05296,2024-12-01,143037,12.0,6.0,4,10.833333333333334,45,50000.0,0.0838943769793829,0.6666666666666666,0,train,0.0,1.0,1.0,1.0,11.488888888888889,0.6979797979797979,3.0,2.0,11.405555555555557,0.659505772005772,0.0,1.0,-0.06060606060606066
T05298,2024-12-01,134521,7.0,2.0,3,6.5,10,90600.0,0.2207833721129043,0.5714285714285714,1,train,0.0,0.0,0.0,1.0,6.5,0.5238095238095238,0.0,3.0,6.5,0.5869047619047619,0.0,0.0,0.0714285714285714
T05307,2024-12-01,167397,5.0,3.0,0,13.0,30,0.0,0.0728806370484536,1.0,0,train,2.0,0.0,3.0,1.0,7.5,0.8333333333333333,3.0,1.0,7.5,0.8333333333333333,2.0,-1.0,0.33333333333333337
T05312,2024-12-01,202560,14.0,11.0,2,10.272727272727272,45,30000.0,0.098736176935229,0.8571428571428571,1,train,0.0,0.0,2.0,1.0,8.811447811447811,0.8404928404928406,7.0,1.0,7.442760942760942,0.8612517112517112,0.0,0.0,0.01098901098901095
T05317,2024-12-01,169201,4.0,2.0,0,2.0,2,0.0,0.0709215666574074,1.0,0,train,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0
T05332,2024-12-01,180802,4.0,2.0,0,8.5,10,0.0,0.1382728067167398,1.0,1,train,0.0,0.0,1.0,0.0,8.5,1.0,2.0,0.0,8.125,1.0,0.0,0.0,0.0
T05344,2024-12-01,152472,10.0,5.0,2,12.6,45,261000.0,1.705231124403169,0.8,0,train,0.0,1.0,1.0,1.0,13.066666666666668,0.8361111111111111,2.0,2.0,13.922222222222222,0.8902777777777778,0.0,1.0,-0.07499999999999996
T05349,2024-12-01,223105,9.0,5.0,1,2.0,5,14100.0,0.0609578449608928,0.8888888888888888,0,train,1.0,0.0,3.0,0.0,2.194444444444444,0.8736772486772487,4.0,1.0,1.597222222222222,0.9090608465608465,1.0,0.0,0.01388888888888884
T05358,2024-12-01,215940,6.0,3.0,2,5.333333333333333,10,23800.0,0.0527924423450958,0.6666666666666666,0,train,1.0,0.0,2.0,1.0,3.944444444444444,0.5888888888888889,3.0,2.0,2.7666666666666666,0.5866666666666667,1.0,0.0,0.06666666666666665
T05359,2024-12-01,246623,8.0,3.0,4,5.0,10,41600.0,0.0401422413967878,0.5,1,train,0.0,1.0,0.0,2.0,5.0,0.5476190476190476,2.0,3.0,4.583333333333333,0.6432539682539683,0.0,1.0,-0.0714285714285714
T05367,2024-12-01,29615,10.0,5.0,3,10.4,30,34500.0,0.3714333952388992,0.7,1,train,0.0,0.0,2.0,1.0,8.6,0.6222222222222221,3.0,2.0,6.966666666666666,0.5563492063492064,0.0,0.0,0.033333333333333326
T05372,2024-12-01,105883,4.0,1.0,0,30.0,30,0.0,0.1416658009312165,1.0,1,train,0.0,0.0,1.0,0.0,30.0,1.0,1.0,0.0,30.0,1.0,0.0,0.0,0.0
T05374,2024-12-01,40013,10.0,6.0,3,2.6666666666666665,7,48900.0,0.3948716667083198,0.7,1,train,0.0,0.0,0.0,2.0,2.6666666666666665,0.7055555555555554,1.0,3.0,2.7777777777777772,0.7734126984126984,0.0,0.0,0.033333333333333326
T05387,2024-12-01,234475,50.0,29.0,8,8.068965517241379,45,532000.0,1.531080072502399,0.84,0,train,4.0,1.0,13.0,1.0,7.859813902572523,0.8281481481481482,22.0,3.0,7.12061207949139,0.7922706900517995,4.0,1.0,-0.004444444444444473
T05389,2024-12-01,170534,4.0,3.0,0,8.333333333333334,15,0.0,0.0,1.0,1,train,0.0,0.0,2.0,0.0,8.555555555555555,1.0,3.0,0.0,10.166666666666668,1.0,0.0,0.0,0.0
T05391,2024-12-01,176998,8.0,6.0,0,5.0,10,0.0,0.1807930033107718,1.0,1,train,2.0,0.0,3.0,0.0,5.0,1.0,6.0,0.0,4.166666666666666,1.0,2.0,0.0,0.0
T05395,2024-12-01,105395,8.0,6.0,0,4.333333333333333,7,0.0,0.0948811613454148,1.0,1,train,0.0,0.0,1.0,0.0,4.333333333333333,1.0,3.0,0.0,3.8000000000000003,1.0,0.0,0.0,0.0
T05398,2024-12-01,31186,12.0,7.0,3,17.428571428571427,45,34500.0,0.3527223754248701,0.75,1,train,1.0,0.0,3.0,1.0,18.587301587301585,0.7516835016835017,6.0,3.0,13.668650793650793,0.6488576238576239,1.0,0.0,0.022727272727272707
T05403,2024-12-01,48205,11.0,7.0,2,7.142857142857143,15,30400.0,0.9687791722850326,0.8181818181818182,1,train,1.0,1.0,4.0,1.0,6.969841269841271,0.8421717171717171,7.0,2.0,6.048571428571429,0.8553030303030302,1.0,1.0,-0.05681818181818177
T05404,2024-12-01,216109,3.0,0.0,2,0.0,0,16000.0,0.0,0.3333333333333333,1,train,0.0,0.0,0.0,2.0,0.0,0.2222222222222222,0.0,2.0,0.0,0.2222222222222222,0.0,0.0,0.0
T05415,2024-12-01,247545,10.0,7.0,1,4.142857142857143,10,25600.0,0.0484760346603647,0.9,1,train,1.0,0.0,5.0,0.0,3.6865079365079367,0.882010582010582,6.0,1.0,4.009920634920635,0.7965608465608466,1.0,0.0,0.011111111111111183
T05431,2024-12-01,166490,13.0,8.0,2,6.875,15,61000.0,0.52255390714157,0.8461538461538461,0,train,2.0,0.0,5.0,1.0,6.930555555555556,0.814037814037814,6.0,2.0,6.104166666666667,0.8082093832093832,2.0,0.0,0.027972027972027913
T05435,2024-12-01,70721,23.0,9.0,7,9.0,30,100600.0,0.2375532020192022,0.6956521739130435,0,train,0.0,0.0,3.0,0.0,9.047619047619046,0.6758234519104084,7.0,2.0,7.784920634920635,0.6027265407700191,0.0,0.0,0.013833992094861691
T05436,2024-12-01,142568,7.0,4.0,1,9.75,15,23500.0,0.32265304977274,0.8571428571428571,0,train,0.0,1.0,2.0,1.0,10.055555555555555,0.9523809523809524,4.0,1.0,9.666666666666666,0.9642857142857143,0.0,1.0,-0.1428571428571429
T05437,2024-12-01,42455,6.0,6.0,0,4.666666666666667,15,0.0,0.4074902838299375,1.0,1,train,1.0,0.0,2.0,0.0,5.222222222222222,1.0,6.0,0.0,6.222222222222222,1.0,1.0,0.0,0.0
T05439,2024-12-01,141865,25.0,14.0,4,4.928571428571429,15,25200.0,0.1896168892961618,0.84,1,train,1.0,0.0,3.0,1.0,5.136446886446887,0.8220289855072463,8.0,3.0,4.149993524993525,0.8204916169366298,1.0,0.0,0.013913043478260834
T05443,2024-12-01,249975,2.0,1.0,1,15.0,15,20500.0,0.0,0.5,0,train,0.0,0.0,1.0,1.0,15.0,0.5,1.0,1.0,15.0,0.5,0.0,0.0,0.0
T05445,2024-12-01,208865,2.0,1.0,0,2.0,2,0.0,0.0478778158140425,1.0,0,train,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
T05457,2024-12-01,215167,5.0,3.0,2,3.333333333333333,7,108400.0,0.4991471740555011,0.6,0,train,1.0,1.0,3.0,2.0,3.9166666666666665,0.6333333333333333,3.0,2.0,3.9166666666666665,0.6333333333333333,1.0,1.0,-0.06666666666666665
T05459,2024-12-01,86550,11.0,3.0,2,7.333333333333333,10,21000.0,0.3466204506065858,0.8181818181818182,0,train,1.0,1.0,1.0,2.0,6.444444444444444,0.8421717171717171,3.0,2.0,5.066666666666666,0.9053030303030303,1.0,1.0,-0.05681818181818177
T05461,2024-12-01,182134,18.0,11.0,0,4.363636363636363,15,0.0,0.192715253604489,1.0,0,train,2.0,0.0,5.0,0.0,4.412217412217412,1.0,10.0,0.0,3.211664261664262,1.0,2.0,0.0,0.0
T05468,2024-12-01,122173,4.0,1.0,2,3.0,3,27400.0,0.1080435120689514,0.5,1,train,0.0,1.0,1.0,2.0,2.0,0.5555555555555555,1.0,2.0,2.0,0.5555555555555555,0.0,1.0,-0.16666666666666663
T05471,2024-12-01,147511,9.0,6.0,2,7.333333333333333,15,17000.0,0.108466487245019,0.7777777777777778,1,train,2.0,0.0,3.0,0.0,6.444444444444444,0.7195767195767195,4.0,2.0,6.444444444444444,0.6958994708994709,2.0,0.0,0.06349206349206349
