tenant_id,property_id,preferred_city,property_city,max_budget,monthly_rent,budget_gap,min_bedrooms,property_bedrooms,city_match,budget_match,bedroom_match,furnishing_match,parking_match,amenity_match,match_score,match_label,approx_distance_km,distance_match
T00231,P05144,Hyderabad,Bangalore,68376,13000,0,2,2,0,1,1,0,1,0,0.5,0,502.1,0
T00232,P04921,Chennai,Chennai,54305,12300,0,1,2,1,1,1,0,1,0,0.8,1,6.9,1
T00232,P01041,Chennai,Chennai,54305,5000,0,1,1,1,1,1,0,1,1,0.88,1,4.0,1
T00232,P08309,Chennai,Mumbai,54305,56200,1895.0,1,1,0,0,1,0,1,1,0.36,0,1034.6,0
T00233,P09041,Chennai,Chennai,38646,32100,0,3,3,1,1,1,0,1,1,0.88,1,11.2,1
T00233,P06692,Chennai,Mumbai,38646,50700,12054.0,3,2,0,0,0,0,1,0,0.1,0,1038.5,0
T00233,P05068,Chennai,Mumbai,38646,84800,46154.0,3,3,0,0,1,0,1,1,0.36,0,1040.8,0
T00234,P06593,Kolkata,Kolkata,20849,6200,0,1,1,1,1,1,0,1,1,0.88,1,2.1,1
T00234,P05345,Kolkata,Bangalore,20849,41800,20951.0,1,3,0,0,1,0,1,0,0.28,0,1565.0,0
T00234,P00401,Kolkata,Kolkata,20849,8000,0,1,1,1,1,1,0,1,1,0.88,1,9.7,1
T00235,P04845,Chennai,Kolkata,80139,14900,0,1,3,0,1,1,0,1,0,0.5,0,1365.6,0
T00235,P09084,Chennai,Mumbai,80139,163800,83661.0,1,3,0,0,1,0,1,0,0.28,0,1035.7,0
T00235,P02081,Chennai,Chennai,80139,20000,0,1,3,1,1,1,0,1,1,0.88,1,2.9,1
T00236,P02086,Delhi,Kolkata,39652,8000,0,2,2,0,1,1,0,1,0,0.5,0,1307.7,0
T00236,P03144,Delhi,Bangalore,39652,16000,0,2,2,0,1,1,0,1,1,0.58,0,1745.3,0
T00236,P00121,Delhi,Delhi,39652,20000,0,2,2,1,1,1,0,1,1,0.88,1,11.8,0
T00237,P06889,Delhi,Bangalore,101371,13600,0,3,1,0,1,0,0,1,0,0.32,0,1745.8,0
T00237,P09761,Delhi,Delhi,101371,35600,0,3,3,1,1,1,0,1,1,0.88,1,9.7,1
T00237,P06212,Delhi,Mumbai,101371,44800,0,3,1,0,1,0,0,1,1,0.4,0,1149.9,0
T00238,P02852,Kolkata,Delhi,89543,20000,0,1,2,0,1,1,0,1,1,0.58,0,1310.4,0
T00238,P09325,Kolkata,Hyderabad,89543,6600,0,1,1,0,1,1,0,1,0,0.5,0,1189.9,0
T00238,P00401,Kolkata,Kolkata,89543,8000,0,1,1,1,1,1,0,1,1,0.88,1,5.8,1
T00239,P00241,Hyderabad,Hyderabad,84552,12000,0,2,2,1,1,1,0,1,1,0.88,1,3.9,1
T00239,P04931,Hyderabad,Mumbai,84552,131800,47248.0,2,4,0,0,1,0,1,0,0.28,0,629.3,0
T00239,P06654,Hyderabad,Chennai,84552,8800,0,2,2,0,1,1,0,1,1,0.58,0,522.1,0
T00240,P00007,Bangalore,Chennai,20796,8000,0,2,2,0,1,1,0,0,0,0.4,0,296.4,0
T00240,P08978,Bangalore,Mumbai,20796,178300,157504.0,2,4,0,0,1,0,1,0,0.28,0,845.7,0
T00240,P01241,Bangalore,Bangalore,20796,16500,0,2,2,1,1,1,0,1,1,0.88,1,6.2,1
T00241,P04979,Hyderabad,Delhi,94166,5600,0,2,1,0,1,0,0,0,0,0.22,0,1262.1,0
T00241,P04701,Hyderabad,Bangalore,94166,70000,0,2,2,0,1,1,0,1,0,0.5,0,501.6,0
T00241,P01961,Hyderabad,Hyderabad,94166,15000,0,2,2,1,1,1,0,1,1,0.88,1,4.8,1
T00242,P03444,Mumbai,Hyderabad,62295,12000,0,2,2,0,1,1,0,1,0,0.5,0,625.4,0
T00242,P07044,Mumbai,Chennai,62295,5300,0,2,1,0,1,0,0,1,0,0.32,0,1041.1,0
T00242,P04961,Mumbai,Mumbai,62295,44300,0,2,2,1,1,1,0,1,1,0.88,1,4.8,1
T00243,P09503,Bangalore,Hyderabad,110113,11300,0,3,2,0,1,0,0,0,0,0.22,0,505.1,0
T00243,P09940,Bangalore,Chennai,110113,12400,0,3,2,0,1,0,0,1,0,0.32,0,297.1,0
T00243,P00481,Bangalore,Bangalore,110113,75000,0,3,4,1,1,1,0,1,1,0.88,1,6.6,1
T00244,P05280,Delhi,Hyderabad,91685,31600,0,1,3,0,1,1,0,1,0,0.5,0,1260.7,0
T00244,P07619,Delhi,Chennai,91685,37900,0,1,3,0,1,1,0,1,1,0.58,0,1758.4,0
T00244,P01841,Delhi,Delhi,91685,22000,0,1,2,1,1,1,0,1,1,0.88,1,9.5,0
T00245,P07239,Bangalore,Chennai,111648,10400,0,2,2,0,1,1,0,1,0,0.5,0,298.5,0
T00245,P07245,Bangalore,Delhi,111648,16900,0,2,3,0,1,1,0,1,0,0.5,0,1743.0,0
T00245,P00721,Bangalore,Bangalore,111648,35000,0,2,3,1,1,1,0,1,1,0.88,1,2.5,1
T00246,P03502,Hyderabad,Chennai,44652,25000,0,1,2,0,1,1,0,1,1,0.58,0,516.7,0
T00246,P08376,Hyderabad,Delhi,44652,21900,0,1,2,0,1,1,0,1,0,0.5,0,1255.4,0
T00246,P00201,Hyderabad,Hyderabad,44652,5500,0,1,1,1,1,1,0,1,1,0.88,1,8.8,1
T00247,P07753,Mumbai,Delhi,89774,34200,0,3,2,0,1,0,0,1,1,0.4,0,1155.0,0
T00247,P03001,Mumbai,Mumbai,89774,84000,0,3,3,1,1,1,0,1,1,0.88,1,10.8,1
T00247,P02781,Mumbai,Chennai,89774,25000,0,3,2,0,1,0,0,1,1,0.4,0,1038.1,0
T00248,P01390,Delhi,Delhi,76098,10000,0,2,3,1,1,1,0,1,1,0.88,1,10.5,1
T00248,P04650,Delhi,Delhi,76098,68000,0,2,3,1,1,1,0,1,1,0.88,1,2.3,1
T00248,P01841,Delhi,Delhi,76098,22000,0,2,2,1,1,1,0,1,1,0.88,1,4.0,1
T00249,P01281,Bangalore,Bangalore,25621,22000,0,3,3,1,1,1,0,1,1,0.88,1,5.1,0
T00249,P08446,Bangalore,Bangalore,25621,19500,0,3,2,1,1,0,0,0,0,0.52,0,4.4,0
T00249,P05492,Bangalore,Delhi,25621,33500,7879.0,3,2,0,0,0,0,1,0,0.1,0,1738.4,0
T00250,P01531,Mumbai,Bangalore,60769,16000,0,2,2,0,1,1,0,1,0,0.5,0,850.8,0
T00250,P03849,Mumbai,Bangalore,60769,10000,0,2,1,0,1,0,0,1,0,0.32,0,853.9,0
T00250,P04601,Mumbai,Mumbai,60769,44000,0,2,2,1,1,1,0,1,1,0.88,1,9.1,1
T00251,P00241,Hyderabad,Hyderabad,49620,12000,0,1,2,1,1,1,0,1,1,0.88,1,7.5,1
T00251,P03681,Hyderabad,Chennai,49620,8000,0,1,1,0,1,1,0,1,1,0.58,0,517.6,0
T00251,P05086,Hyderabad,Chennai,49620,10500,0,1,2,0,1,1,0,1,0,0.5,0,522.1,0
T00252,P02415,Bangalore,Bangalore,86730,10500,0,2,2,1,1,1,0,1,1,0.88,1,9.3,0
T00252,P03263,Bangalore,Chennai,86730,45000,0,2,2,0,1,1,0,1,0,0.5,0,293.6,0
T00252,P01241,Bangalore,Bangalore,86730,16500,0,2,2,1,1,1,0,1,1,0.88,1,7.0,0
T00253,P01281,Bangalore,Bangalore,118607,22000,0,2,3,1,1,1,0,1,1,0.88,1,11.4,1
T00253,P00758,Bangalore,Chennai,118607,6800,0,2,1,0,1,0,0,0,0,0.22,0,290.9,0
T00253,P00401,Bangalore,Kolkata,118607,8000,0,2,1,0,1,0,0,0,0,0.22,0,1561.8,0
T00254,P04012,Delhi,Delhi,45941,16000,0,3,2,1,1,0,0,0,0,0.52,0,6.2,1
T00254,P07785,Delhi,Hyderabad,45941,9000,0,3,2,0,1,0,0,0,1,0.3,0,1255.1,0
T00254,P02241,Delhi,Delhi,45941,25000,0,3,3,1,1,1,0,1,1,0.88,1,5.2,1
T00255,P07462,Kolkata,Hyderabad,115199,19300,0,3,2,0,1,0,0,1,0,0.32,0,1181.4,0
T00255,P01121,Kolkata,Kolkata,115199,20000,0,3,3,1,1,1,0,1,0,0.8,1,10.6,1
T00255,P01194,Kolkata,Mumbai,115199,75000,0,3,1,0,1,0,0,1,0,0.32,0,1660.9,0
T00256,P00081,Bangalore,Bangalore,60629,16000,0,2,2,1,1,1,0,1,1,0.88,1,11.0,0
T00256,P06791,Bangalore,Chennai,60629,9900,0,2,2,0,1,1,0,1,0,0.5,0,293.7,0
T00256,P09432,Bangalore,Delhi,60629,23100,0,2,2,0,1,1,0,1,1,0.58,0,1745.4,0
T00257,P03186,Delhi,Kolkata,50733,6000,0,2,1,0,1,0,0,0,1,0.3,0,1310.3,0
T00257,P06292,Delhi,Hyderabad,50733,6200,0,2,1,0,1,0,0,1,1,0.4,0,1259.6,0
T00257,P02241,Delhi,Delhi,50733,25000,0,2,3,1,1,1,0,1,1,0.88,1,5.3,1
T00258,P06548,Bangalore,Delhi,80721,273800,193079.0,1,4,0,0,1,0,1,0,0.28,0,1739.1,0
T00258,P00081,Bangalore,Bangalore,80721,16000,0,1,2,1,1,1,0,1,1,0.88,1,9.0,1
T00258,P08100,Bangalore,Delhi,80721,5500,0,1,1,0,1,1,0,1,0,0.5,0,1742.8,0
T00259,P03998,Hyderabad,Mumbai,87089,30000,0,2,1,0,1,0,0,1,0,0.32,0,622.3,0
T00259,P02418,Hyderabad,Bangalore,87089,9800,0,2,2,0,1,1,0,0,1,0.48,0,500.7,0
T00259,P00681,Hyderabad,Hyderabad,87089,20000,0,2,3,1,1,1,0,1,1,0.88,1,8.2,1
T00260,P00091,Hyderabad,Chennai,70928,20000,0,1,2,0,1,1,0,1,0,0.5,0,521.9,0
T00260,P01747,Hyderabad,Delhi,70928,7000,0,1,1,0,1,1,0,1,0,0.5,0,1256.0,0
T00260,P00681,Hyderabad,Hyderabad,70928,20000,0,1,3,1,1,1,0,1,1,0.88,1,5.6,1
T00261,P06966,Hyderabad,Chennai,46648,13700,0,3,2,0,1,0,0,1,0,0.32,0,515.9,0
T00261,P00681,Hyderabad,Hyderabad,46648,20000,0,3,3,1,1,1,0,1,1,0.88,1,10.6,1
T00261,P03586,Hyderabad,Delhi,46648,30000,0,3,3,0,1,1,0,1,0,0.5,0,1261.0,0
T00262,P02882,Kolkata,Hyderabad,70252,7000,0,1,2,0,1,1,0,1,0,0.5,0,1185.9,0
T00262,P03361,Kolkata,Kolkata,70252,15000,0,1,2,1,1,1,0,1,1,0.88,1,11.8,0
T00262,P08487,Kolkata,Delhi,70252,8900,0,1,1,0,1,1,0,0,0,0.4,0,1303.9,0
T00263,P07612,Delhi,Bangalore,100743,13700,0,1,2,0,1,1,0,1,0,0.5,0,1745.8,0
T00263,P00823,Delhi,Delhi,100743,6000,0,1,1,1,1,1,0,1,0,0.8,1,4.5,1
T00263,P01841,Delhi,Delhi,100743,22000,0,1,2,1,1,1,0,1,1,0.88,1,3.7,1
T00264,P01121,Kolkata,Kolkata,95363,20000,0,3,3,1,1,1,0,1,1,0.88,1,12.0,1
T00264,P04083,Kolkata,Mumbai,95363,7500,0,3,1,0,1,0,0,1,1,0.4,0,1655.7,0
T00264,P09133,Kolkata,Hyderabad,95363,16300,0,3,2,0,1,0,0,1,1,0.4,0,1189.5,0
T00265,P01989,Mumbai,Bangalore,19414,22000,2586.0,2,1,0,0,0,0,1,0,0.1,0,852.6,0
T00265,P07479,Mumbai,Chennai,19414,14300,0,2,3,0,1,1,0,1,0,0.5,0,1039.9,0
T00265,P00161,Mumbai,Mumbai,19414,83000,63586.0,2,3,1,0,1,0,1,1,0.66,1,6.6,1
T00266,P02185,Mumbai,Bangalore,17876,22000,4124.0,2,2,0,0,1,0,1,0,0.28,0,853.8,0
T00266,P00321,Mumbai,Mumbai,17876,60000,42124.0,2,2,1,0,1,0,1,1,0.66,1,5.0,1
T00266,P07613,Mumbai,Mumbai,17876,87600,69724.0,2,3,1,0,1,0,1,1,0.66,1,7.1,1
T00267,P09158,Mumbai,Bangalore,45534,9900,0,3,1,0,1,0,0,1,0,0.32,0,850.8,0
T00267,P00281,Mumbai,Mumbai,45534,140000,94466.0,3,3,1,0,1,0,1,1,0.66,1,5.2,1
T00267,P08703,Mumbai,Bangalore,45534,25100,0,3,2,0,1,0,0,1,0,0.32,0,852.1,0
T00268,P01481,Delhi,Delhi,107341,6000,0,2,2,1,1,1,0,1,1,0.88,1,5.6,1
T00268,P05199,Delhi,Bangalore,107341,12900,0,2,4,0,1,1,0,1,0,0.5,0,1743.9,0
T00268,P09756,Delhi,Mumbai,107341,35900,0,2,2,0,1,1,0,1,1,0.58,0,1156.2,0
T00269,P02081,Chennai,Chennai,65604,20000,0,3,3,1,1,1,0,1,1,0.88,1,5.9,1
T00269,P08271,Chennai,Hyderabad,65604,19200,0,3,2,0,1,0,0,1,1,0.4,0,522.0,0
T00269,P07252,Chennai,Delhi,65604,13800,0,3,3,0,1,1,0,1,0,0.5,0,1755.5,0
T00270,P00601,Hyderabad,Hyderabad,28608,16000,0,1,2,1,1,1,0,1,1,0.88,1,2.2,1
T00270,P08977,Hyderabad,Chennai,28608,20300,0,1,2,0,1,1,0,1,1,0.58,0,521.5,0
T00270,P06992,Hyderabad,Kolkata,28608,6900,0,1,2,0,1,1,0,0,0,0.4,0,1182.0,0
T00271,P07306,Delhi,Kolkata,36269,7500,0,3,2,0,1,0,0,1,1,0.4,0,1306.0,0
T00271,P09761,Delhi,Delhi,36269,35600,0,3,3,1,1,1,0,1,1,0.88,1,6.2,0
T00271,P02608,Delhi,Bangalore,36269,8000,0,3,1,0,1,0,0,1,0,0.32,0,1741.6,0
T00272,P07374,Chennai,Delhi,58944,31400,0,1,2,0,1,1,0,1,0,0.5,0,1754.3,0
T00272,P07778,Chennai,Hyderabad,58944,16500,0,1,1,0,1,1,0,1,1,0.58,0,519.8,0
T00272,P01041,Chennai,Chennai,58944,5000,0,1,1,1,1,1,0,1,1,0.88,1,4.6,1
T00273,P04051,Chennai,Mumbai,77931,650000,572069.0,2,5,0,0,1,0,1,0,0.28,0,1034.2,0
T00273,P01001,Chennai,Chennai,77931,9500,0,2,2,1,1,1,0,1,1,0.88,1,8.7,1
T00273,P04247,Chennai,Delhi,77931,15000,0,2,2,0,1,1,0,1,1,0.58,0,1756.7,0
T00274,P04544,Mumbai,Delhi,115440,11000,0,3,2,0,1,0,0,1,1,0.4,0,1156.3,0
T00274,P08541,Mumbai,Bangalore,115440,15300,0,3,2,0,1,0,0,1,1,0.4,0,852.6,0
T00274,P00161,Mumbai,Mumbai,115440,83000,0,3,3,1,1,1,0,1,1,0.88,1,8.2,1
T00275,P03920,Bangalore,Kolkata,36139,9000,0,1,2,0,1,1,0,0,1,0.48,0,1565.3,0
T00275,P07940,Bangalore,Mumbai,36139,37900,1761.0,1,2,0,0,1,0,1,1,0.36,0,847.5,0
T00275,P00081,Bangalore,Bangalore,36139,16000,0,1,2,1,1,1,0,1,1,0.88,1,5.7,1
T00276,P04500,Delhi,Bangalore,24336,6500,0,3,1,0,1,0,0,1,0,0.32,0,1744.3,0
T00276,P05561,Delhi,Delhi,24336,16500,0,3,4,1,1,1,0,1,0,0.8,1,9.9,0
T00276,P07207,Delhi,Delhi,24336,10500,0,3,2,1,1,0,0,1,0,0.62,0,2.3,1
T00277,P01521,Chennai,Chennai,29700,19000,0,2,2,1,1,1,0,1,1,0.88,1,5.9,1
T00277,P01270,Chennai,Delhi,29700,14000,0,2,1,0,1,0,0,0,1,0.3,0,1758.6,0
T00277,P04682,Chennai,Chennai,29700,15000,0,2,2,1,1,1,0,0,0,0.7,1,4.0,1
T00278,P04452,Chennai,Delhi,71830,60000,0,1,4,0,1,1,0,1,1,0.58,0,1761.1,0
T00278,P03842,Chennai,Chennai,71830,6500,0,1,1,1,1,1,0,1,1,0.88,1,5.3,1
T00278,P01761,Chennai,Chennai,71830,12000,0,1,2,1,1,1,0,1,1,0.88,1,8.6,1
T00279,P05503,Chennai,Kolkata,48901,6500,0,1,1,0,1,1,0,1,1,0.58,0,1358.6,0
T00279,P01001,Chennai,Chennai,48901,9500,0,1,2,1,1,1,0,1,1,0.88,1,10.2,0
T00279,P05239,Chennai,Mumbai,48901,59100,10199.0,1,2,0,0,1,0,1,0,0.28,0,1036.9,0
T00280,P01321,Bangalore,Hyderabad,108795,18000,0,2,2,0,1,1,0,0,0,0.4,0,502.2,0
T00280,P08850,Bangalore,Bangalore,108795,15100,0,2,1,1,1,0,0,1,1,0.7,1,2.9,1
T00280,P01241,Bangalore,Bangalore,108795,16500,0,2,2,1,1,1,0,1,1,0.88,1,9.3,1
T00281,P02472,Delhi,Kolkata,29822,6000,0,3,1,0,1,0,0,1,1,0.4,0,1310.6,0
T00281,P02268,Delhi,Kolkata,29822,7000,0,3,2,0,1,0,0,1,0,0.32,0,1307.6,0
T00281,P02241,Delhi,Delhi,29822,25000,0,3,3,1,1,1,0,1,0,0.8,1,7.6,1
T00282,P03789,Delhi,Delhi,24699,30000,5301.0,1,3,1,0,1,0,1,0,0.58,0,3.1,1
T00282,P00441,Delhi,Delhi,24699,12000,0,1,2,1,1,1,0,1,1,0.88,1,5.7,1
T00282,P06276,Delhi,Bangalore,24699,11400,0,1,2,0,1,1,0,1,1,0.58,0,1739.0,0
T00283,P03506,Hyderabad,Hyderabad,69991,37000,0,3,3,1,1,1,0,1,0,0.8,1,7.1,1
T00283,P02504,Hyderabad,Mumbai,69991,65000,0,3,2,0,1,0,0,0,0,0.22,0,627.1,0
T00283,P06961,Hyderabad,Hyderabad,69991,42600,0,3,3,1,1,1,0,1,1,0.88,1,3.6,1
T00284,P01521,Chennai,Chennai,112893,19000,0,1,2,1,1,1,0,1,1,0.88,1,9.7,0
T00284,P06798,Chennai,Bangalore,112893,13900,0,1,2,0,1,1,0,1,1,0.58,0,299.0,0
T00284,P01053,Chennai,Hyderabad,112893,20000,0,1,2,0,1,1,0,1,0,0.5,0,521.5,0
T00285,P05422,Hyderabad,Chennai,94782,7800,0,1,1,0,1,1,0,1,0,0.5,0,516.9,0
T00285,P06679,Hyderabad,Chennai,94782,66600,0,1,3,0,1,1,0,1,0,0.5,0,522.9,0
T00285,P00201,Hyderabad,Hyderabad,94782,5500,0,1,1,1,1,1,0,1,1,0.88,1,6.1,1
T00286,P08891,Bangalore,Mumbai,17062,232700,215638.0,1,4,0,0,1,0,0,1,0.26,0,849.7,0
T00286,P00081,Bangalore,Bangalore,17062,16000,0,1,2,1,1,1,0,1,1,0.88,1,9.7,1
T00286,P07634,Bangalore,Delhi,17062,11900,0,1,2,0,1,1,0,1,0,0.5,0,1743.5,0
T00287,P05881,Mumbai,Mumbai,35706,34800,0,2,2,1,1,1,0,1,0,0.8,1,4.8,1
T00287,P01021,Mumbai,Hyderabad,35706,5000,0,2,2,0,1,1,0,1,1,0.58,0,628.2,0
T00287,P06813,Mumbai,Mumbai,35706,30400,0,2,1,1,1,0,0,1,1,0.7,1,6.2,1
T00288,P06884,Hyderabad,Hyderabad,34287,10100,0,2,4,1,1,1,0,1,0,0.8,1,4.7,1
T00288,P03389,Hyderabad,Chennai,34287,40000,5713.0,2,3,0,0,1,0,1,0,0.28,0,523.3,0
T00288,P00681,Hyderabad,Hyderabad,34287,20000,0,2,3,1,1,1,0,1,1,0.88,1,10.6,1
T00289,P03121,Bangalore,Bangalore,67477,39000,0,3,3,1,1,1,0,1,1,0.88,1,11.5,1
T00289,P06382,Bangalore,Mumbai,67477,88400,20923.0,3,4,0,0,1,0,1,1,0.36,0,845.8,0
T00289,P09570,Bangalore,Mumbai,67477,84600,17123.0,3,3,0,0,1,0,1,0,0.28,0,850.5,0
T00290,P00321,Mumbai,Mumbai,118766,60000,0,1,2,1,1,1,0,1,1,0.88,1,5.8,1
T00290,P09433,Mumbai,Chennai,118766,19500,0,1,2,0,1,1,0,0,1,0.48,0,1035.4,0
T00290,P06233,Mumbai,Hyderabad,118766,133100,14334.0,1,4,0,0,1,0,1,0,0.28,0,625.5,0
T00291,P00097,Chennai,Delhi,62831,10000,0,1,2,0,1,1,0,0,0,0.4,0,1761.7,0
T00291,P07815,Chennai,Mumbai,62831,18000,0,1,1,0,1,1,0,0,1,0.48,0,1038.9,0
T00291,P01001,Chennai,Chennai,62831,9500,0,1,2,1,1,1,0,1,1,0.88,1,8.6,1
T00292,P04681,Bangalore,Bangalore,21645,11000,0,2,2,1,1,1,0,1,1,0.88,1,8.5,1
T00292,P04893,Bangalore,Mumbai,21645,101100,79455.0,2,2,0,0,1,0,1,0,0.28,0,853.5,0
T00292,P05764,Bangalore,Chennai,21645,10600,0,2,2,0,1,1,0,1,0,0.5,0,293.0,0
T00293,P06390,Bangalore,Mumbai,82145,72800,0,2,2,0,1,1,0,0,1,0.48,0,847.3,0
T00293,P06866,Bangalore,Mumbai,82145,192600,110455.0,2,3,0,0,1,0,0,0,0.18,0,847.8,0
T00293,P00481,Bangalore,Bangalore,82145,75000,0,2,4,1,1,1,0,1,1,0.88,1,4.0,1
T00294,P00241,Hyderabad,Hyderabad,32183,12000,0,1,2,1,1,1,0,1,1,0.88,1,8.9,1
T00294,P08819,Hyderabad,Hyderabad,32183,10100,0,1,2,1,1,1,0,1,1,0.88,1,9.0,1
T00294,P08948,Hyderabad,Mumbai,32183,57000,24817.0,1,3,0,0,1,0,1,0,0.28,0,630.4,0
T00295,P09884,Mumbai,Delhi,70859,42700,0,2,3,0,1,1,0,1,1,0.58,0,1151.2,0
T00295,P00321,Mumbai,Mumbai,70859,60000,0,2,2,1,1,1,0,1,1,0.88,1,4.7,1
T00295,P03614,Mumbai,Delhi,70859,16000,0,2,2,0,1,1,0,1,1,0.58,0,1148.9,0
T00296,P01281,Bangalore,Bangalore,22975,22000,0,3,3,1,1,1,0,1,0,0.8,1,6.2,1
T00296,P03596,Bangalore,Kolkata,22975,5500,0,3,1,0,1,0,0,1,0,0.32,0,1561.0,0
T00296,P08000,Bangalore,Delhi,22975,5600,0,3,1,0,1,0,0,1,0,0.32,0,1741.4,0
T00297,P07141,Delhi,Mumbai,81876,81900,24.0,1,2,0,0,1,0,0,0,0.18,0,1148.9,0
T00297,P01481,Delhi,Delhi,81876,6000,0,1,2,1,1,1,0,1,1,0.88,1,3.6,1
T00297,P04472,Delhi,Mumbai,81876,65000,0,1,2,0,1,1,0,1,1,0.58,0,1152.0,0
T00298,P00476,Bangalore,Chennai,56721,15000,0,1,2,0,1,1,0,0,1,0.48,0,298.1,0
T00298,P07957,Bangalore,Mumbai,56721,17100,0,1,1,0,1,1,0,1,1,0.58,0,848.4,0
T00298,P01241,Bangalore,Bangalore,56721,16500,0,1,2,1,1,1,0,1,1,0.88,1,3.2,1
T00299,P03161,Kolkata,Kolkata,101752,22000,0,3,3,1,1,1,0,1,1,0.88,1,5.6,1
T00299,P05508,Kolkata,Mumbai,101752,71200,0,3,3,0,1,1,0,1,0,0.5,0,1660.3,0
T00299,P06372,Kolkata,Chennai,101752,22200,0,3,3,0,1,1,0,1,0,0.5,0,1359.2,0
T00300,P02705,Delhi,Chennai,48156,15000,0,3,2,0,1,0,0,1,0,0.32,0,1760.6,0
T00300,P06625,Delhi,Bangalore,48156,60000,11844.0,3,3,0,0,1,0,1,0,0.28,0,1741.3,0
T00300,P02241,Delhi,Delhi,48156,25000,0,3,3,1,1,1,0,1,1,0.88,1,11.9,1
T00301,P07658,Bangalore,Hyderabad,16338,7600,0,2,1,0,1,0,0,1,0,0.32,0,500.9,0
T00301,P02092,Bangalore,Hyderabad,16338,9500,0,2,1,0,1,0,0,1,1,0.4,0,504.0,0
T00301,P04241,Bangalore,Bangalore,16338,15000,0,2,2,1,1,1,0,1,1,0.88,1,4.0,1
T00302,P08752,Chennai,Bangalore,16624,21400,4776.0,1,2,0,0,1,0,1,1,0.36,0,293.0,0
T00302,P00442,Chennai,Mumbai,16624,32000,15376.0,1,1,0,0,1,0,1,0,0.28,0,1040.5,0
T00302,P01001,Chennai,Chennai,16624,9500,0,1,2,1,1,1,0,1,1,0.88,1,2.8,1
T00303,P00601,Hyderabad,Hyderabad,45794,16000,0,1,2,1,1,1,0,1,1,0.88,1,4.4,1
T00303,P06456,Hyderabad,Delhi,45794,65000,19206.0,1,3,0,0,1,0,0,0,0.18,0,1257.2,0
T00303,P09698,Hyderabad,Delhi,45794,10000,0,1,1,0,1,1,0,0,1,0.48,0,1261.3,0
T00304,P00445,Mumbai,Delhi,49583,14000,0,1,2,0,1,1,0,1,1,0.58,0,1152.7,0
T00304,P02481,Mumbai,Mumbai,49583,38000,0,1,2,1,1,1,0,1,1,0.88,1,10.7,1
T00304,P09247,Mumbai,Mumbai,49583,33300,0,1,2,1,1,1,0,1,1,0.88,1,4.0,1
T00305,P01376,Chennai,Hyderabad,13223,13000,0,3,2,0,1,0,0,1,1,0.4,0,522.4,0
T00305,P01001,Chennai,Chennai,13223,9500,0,3,2,1,1,0,0,1,1,0.7,1,11.5,0
T00305,P07023,Chennai,Bangalore,13223,22600,9377.0,3,3,0,0,1,0,1,1,0.36,0,299.7,0
T00306,P02224,Bangalore,Bangalore,43811,15000,0,1,2,1,1,1,0,1,0,0.8,1,9.9,1
T00306,P00721,Bangalore,Bangalore,43811,35000,0,1,3,1,1,1,0,1,1,0.88,1,8.1,1
T00306,P07565,Bangalore,Chennai,43811,23800,0,1,3,0,1,1,0,1,1,0.58,0,299.0,0
T00307,P02978,Bangalore,Delhi,109306,35000,0,1,2,0,1,1,0,1,0,0.5,0,1738.8,0
T00307,P00041,Bangalore,Bangalore,109306,9500,0,1,1,1,1,1,0,1,1,0.88,1,4.3,1
T00307,P00824,Bangalore,Bangalore,109306,24000,0,1,3,1,1,1,0,1,1,0.88,1,10.4,1
T00308,P04263,Hyderabad,Hyderabad,96135,22000,0,3,3,1,1,1,0,1,1,0.88,1,9.0,1
T00308,P00961,Hyderabad,Hyderabad,96135,18000,0,3,3,1,1,1,0,1,1,0.88,1,3.1,1
T00308,P06212,Hyderabad,Mumbai,96135,44800,0,3,1,0,1,0,0,1,1,0.4,0,621.7,0
T00309,P05364,Chennai,Chennai,77490,34400,0,2,3,1,1,1,0,1,0,0.8,1,10.0,0
T00309,P03468,Chennai,Delhi,77490,20000,0,2,1,0,1,0,0,1,0,0.32,0,1755.4,0
T00309,P01001,Chennai,Chennai,77490,9500,0,2,2,1,1,1,0,1,1,0.88,1,2.8,1
T00310,P00841,Bangalore,Bangalore,102105,55000,0,3,3,1,1,1,0,1,1,0.88,1,6.0,1
T00310,P07450,Bangalore,Mumbai,102105,94700,0,3,2,0,1,0,0,1,1,0.4,0,849.5,0
T00310,P05356,Bangalore,Hyderabad,102105,8200,0,3,1,0,1,0,0,1,0,0.32,0,505.0,0
T00311,P05530,Bangalore,Hyderabad,98623,11700,0,2,2,0,1,1,0,0,0,0.4,0,503.9,0
T00311,P00481,Bangalore,Bangalore,98623,75000,0,2,4,1,1,1,0,1,1,0.88,1,3.1,1
T00311,P06212,Bangalore,Mumbai,98623,44800,0,2,1,0,1,0,0,1,0,0.32,0,853.3,0
T00312,P04559,Kolkata,Mumbai,60228,21000,0,1,1,0,1,1,0,1,0,0.5,0,1659.1,0
T00312,P01121,Kolkata,Kolkata,60228,20000,0,1,3,1,1,1,0,1,1,0.88,1,11.4,0
T00312,P06907,Kolkata,Kolkata,60228,7300,0,1,2,1,1,1,0,1,0,0.8,1,10.7,0
T00313,P01342,Hyderabad,Bangalore,56384,20000,0,1,3,0,1,1,0,1,0,0.5,0,501.5,0
T00313,P00601,Hyderabad,Hyderabad,56384,16000,0,1,2,1,1,1,0,1,1,0.88,1,2.2,1
